ncalls,tottime,percall,cumtime,percall,filename:lineno(function),,,,,,,
6,0,0,0.001,0,heap.py:122(_malloc),,,,,,,
6,0,0,0.001,0,heap.py:223(malloc),,,,,,,
6,0,0,0.001,0,heap.py:247(__init__),,,,,,,
1,0,0,0.001,0.001,hermite_e.py:60(<module>),,,,,,,
1,0,0,0.001,0.001,histograms.py:3(<module>),,,,,,,
1,0,0,0.001,0.001,ipaddress.py:1558(_IPv4Constants),,,,,,,
28,0,0,0.001,0,ipaddress.py:2158(__init__),,,,,,,
1,0,0,0.001,0.001,ipaddress.py:2264(_IPv6Constants),,,,,,,
1,0,0,0.001,0.001,ipaddress.py:9(<module>),,,,,,,
1,0,0,0.001,0.001,main.py:1(<module>),,,,,,,
1,0,0,0.001,0.001,main.py:61(__init__),,,,,,,
1,0,0,0.001,0.001,main.py:629(official_plug_ins),,,,,,,
1,0,0,0.001,0.001,ntpath.py:6(<module>),,,,,,,
1,0,0,0.001,0.001,numbers.py:6(<module>),,,,,,,
1,0,0,0.001,0.001,pickle.py:180(<listcomp>),,,,,,,
1,0,0,0.001,0.001,polynomial.py:57(<module>),,,,,,,
1,0,0,0.001,0.001,poolmanager.py:1(<module>),,,,,,,
1,0,0,0.001,0.001,popen_fork.py:16(__init__),,,,,,,
1,0,0,0.001,0.001,popen_fork.py:64(_launch),,,,,,,
1,0,0,0.001,0.001,process.py:95(start),,,,,,,
1,0,0,0.001,0.001,random.py:37(<module>),,,,,,,
101,0,0,0.001,0,re.py:160(match),,,,,,,
2,0,0,0.001,0.001,request.py:1(<module>),,,,,,,
1,0,0,0.001,0.001,request.py:68(<module>),,,,,,,
1,0,0,0.001,0.001,result.py:1(<module>),,,,,,,
1,0,0,0.001,0.001,scanner.py:2(<module>),,,,,,,
1,0,0,0.001,0.001,scanner.py:3(<module>),,,,,,,
1,0,0,0.001,0.001,selectors.py:5(<module>),,,,,,,
1,0,0,0.001,0.001,sessions.py:9(<module>),,,,,,,
6,0,0,0.001,0,sharedctypes.py:38(_new_value),,,,,,,
1,0,0,0.001,0.001,sharedctypes.py:53(RawArray),,,,,,,
1,0,0,0.001,0.001,sharedctypes.py:83(Array),,,,,,,
1,0,0,0.001,0.001,six.py:21(<module>),,,,,,,
187,0,0,0.001,0,sre_compile.py:374(_mk_bitmap),,,,,,,
125,0,0,0.001,0,sre_parse.py:90(closegroup),,,,,,,
1,0,0,0.001,0.001,stride_tricks.py:7(<module>),,,,,,,
1,0,0,0.001,0.001,string.py:65(__init__),,,,,,,
1,0,0,0.001,0.001,subprocess.py:1032(communicate),,,,,,,
2,0,0,0.001,0,synchronize.py:335(__init__),,,,,,,
16,0,0,0.001,0,synchronize.py:51(__init__),,,,,,,
1,0,0,0.001,0.001,tokenize.py:21(<module>),,,,,,,
1,0,0,0.001,0.001,ufunclike.py:5(<module>),,,,,,,
2,0,0,0.001,0.001,utils.py:1(<module>),,,,,,,
42,0,0,0.001,0,utils.py:90(__new__),,,,,,,
372,0,0,0.001,0,{built-in,method,builtins.any},,,,,
177/140,0,0,0.001,0,{built-in,method,builtins.issubclass},,,,,
61,0,0,0.001,0,{built-in,method,builtins.next},,,,,
1,0,0,0,0,<__array_function__,internals>:2(<module>),,,,,,
1,0,0,0,0,<__array_function__,internals>:2(concatenate),,,,,,
1,0,0,0,0,<__array_function__,internals>:2(prod),,,,,,
36,0,0,0,0,<frozen,importlib._bootstrap>:1043(__import__),,,,,,
385,0,0,0,0,<frozen,importlib._bootstrap>:159(__init__),,,,,,
386,0,0,0,0,<frozen,importlib._bootstrap>:190(cb),,,,,,
361,0,0,0,0,<frozen,importlib._bootstrap>:225(_verbose_message),,,,,,
18,0,0,0,0,<frozen,importlib._bootstrap>:235(_requires_builtin_wrapper),,,,,,
363,0,0,0,0,<frozen,importlib._bootstrap>:310(__init__),,,,,,
363,0,0,0,0,<frozen,importlib._bootstrap>:314(__enter__),,,,,,
1448,0,0,0,0,<frozen,importlib._bootstrap>:324(<genexpr>),,,,,,
319,0,0,0,0,<frozen,importlib._bootstrap>:35(_new_module),,,,,,
386,0,0,0,0,<frozen,importlib._bootstrap>:372(__init__),,,,,,
363,0,0,0,0,<frozen,importlib._bootstrap>:419(parent),,,,,,
363,0,0,0,0,<frozen,importlib._bootstrap>:427(has_location),,,,,,
4,0,0,0,0,<frozen,importlib._bootstrap>:630(_load_backward_compatible),,,,,,
18,0,0,0,0,<frozen,importlib._bootstrap>:745(exec_module),,,,,,
18,0,0,0,0,<frozen,importlib._bootstrap>:762(is_package),,,,,,
362,0,0,0,0,<frozen,importlib._bootstrap>:789(find_spec),,,,,,
1121,0,0,0,0,<frozen,importlib._bootstrap>:852(__enter__),,,,,,
73,0,0,0,0,<frozen,importlib._bootstrap>:919(_sanity_check),,,,,,
73,0,0,0,0,<frozen,importlib._bootstrap>:972(_gcd_import),,,,,,
31,0,0,0,0,<frozen,importlib._bootstrap_external>:1178(__init__),,,,,,
248,0,0,0,0,<frozen,importlib._bootstrap_external>:1184(<genexpr>),,,,,,
648,0,0,0,0,<frozen,importlib._bootstrap_external>:34(_relax_case),,,,,,
319,0,0,0,0,<frozen,importlib._bootstrap_external>:382(_check_name_wrapper),,,,,,
319,0,0,0,0,<frozen,importlib._bootstrap_external>:656(create_module),,,,,,
319,0,0,0,0,<frozen,importlib._bootstrap_external>:786(__init__),,,,,,
319,0,0,0,0,<frozen,importlib._bootstrap_external>:811(get_filename),,,,,,
26,0,0,0,0,<frozen,importlib._bootstrap_external>:892(__init__),,,,,,
32,0,0,0,0,<frozen,importlib._bootstrap_external>:92(_path_isdir),,,,,,
2,0,0,0,0,<frozen,importlib._bootstrap_external>:950(_find_parent_path_names),,,,,,
2,0,0,0,0,<frozen,importlib._bootstrap_external>:960(_get_parent_path),,,,,,
2,0,0,0,0,<frozen,importlib._bootstrap_external>:964(_recalculate),,,,,,
2,0,0,0,0,<frozen,importlib._bootstrap_external>:977(__iter__),,,,,,
1,0,0,0,0,<string>:1(<module>),,,,,,,
4,0,0,0,0,<string>:12(__new__),,,,,,,
1,0,0,0,0,<string>:2(<module>),,,,,,,
3,0,0,0,0,<string>:2(getvalue),,,,,,,
1,0,0,0,0,<string>:5(ArgSpec),,,,,,,
1,0,0,0,0,<string>:5(DecimalTuple),,,,,,,
1,0,0,0,0,<string>:5(DefaultVerifyPaths),,,,,,,
1,0,0,0,0,<string>:5(DefragResult),,,,,,,
1,0,0,0,0,<string>:5(Match),,,,,,,
1,0,0,0,0,<string>:5(Mismatch),,,,,,,
1,0,0,0,0,<string>:5(ParseResult),,,,,,,
1,0,0,0,0,<string>:5(PoolKey),,,,,,,
1,0,0,0,0,<string>:5(RequestHistory),,,,,,,
1,0,0,0,0,<string>:5(SelectorKey),,,,,,,
1,0,0,0,0,<string>:5(TokenInfo),,,,,,,
1,0,0,0,0,<string>:5(Url),,,,,,,
1,0,0,0,0,<string>:5(_ASN1Object),,,,,,,
1,0,0,0,0,<string>:5(_LoggingWatcher),,,,,,,
1,0,0,0,0,<string>:5(interface),,,,,,,
1,0,0,0,0,<string>:5(usage),,,,,,,
1,0,0,0,0,<string>:8(setvalue),,,,,,,
1,0,0,0,0,Counters.py:104(AreaCounter),,,,,,,
1,0,0,0,0,Counters.py:109(__init__),,,,,,,
1,0,0,0,0,Counters.py:14(AbstractInOutCounter),,,,,,,
1,0,0,0,0,Counters.py:18(__init__),,,,,,,
1,0,0,0,0,Counters.py:2(<module>),,,,,,,
1,0,0,0,0,Counters.py:29(register_out_event_callback),,,,,,,
1,0,0,0,0,Counters.py:37(register_in_events_callback),,,,,,,
1,0,0,0,0,Counters.py:6(CounterType),,,,,,,
1,0,0,0,0,Driver3Dcam.py:11(OpenNi2Driver),,,,,,,
1,0,0,0,0,DriverProcess.py:14(DriverProcess),,,,,,,
1,0,0,0,0,DriverProcess.py:21(__init__),,,,,,,
1,0,0,0,0,FileReaderProcess.py:2(<module>),,,,,,,
1,0,0,0,0,FileReaderProcess.py:8(FileReaderProcess),,,,,,,
1,0,0,0,0,FpsEstimator.py:2(<module>),,,,,,,
1,0,0,0,0,FpsEstimator.py:5(FpsEstimator),,,,,,,
1,0,0,0,0,FpsEstimator.py:9(__init__),,,,,,,
1,0,0,0,0,MultiplePeopleCounter.py:233(load_config),,,,,,,
1,0,0,0,0,MultiplePeopleCounter.py:245(map_config),,,,,,,
1,0,0,0,0,MultiplePeopleCounter.py:26(WinName),,,,,,,
31,0,0,0,0,MultiplePeopleCounter.py:326(map_config_params),,,,,,,
1,0,0,0,0,MultiplePeopleCounter.py:348(init_log_file),,,,,,,
1,0,0,0,0,MultiplePeopleCounter.py:36(MultiplePeopleCounter),,,,,,,
1,0,0,0,0,MultiplePeopleCounter.py:363(close_log_file),,,,,,,
19,0,0,0,0,MultiplePeopleCounter.py:396(<genexpr>),,,,,,,
1,0,0,0,0,MultiplePeopleCounter.py:545(init_background),,,,,,,
1,0,0,0,0,MultiplePeopleCounterConfig.py:14(__init__),,,,,,,
31,0,0,0,0,MultiplePeopleCounterConfig.py:22(rgetattr),,,,,,,
62,0,0,0,0,MultiplePeopleCounterConfig.py:25(_getattr),,,,,,,
1,0,0,0,0,MultiplePeopleCounterConfig.py:51(MultiplePeopleCounterConfig),,,,,,,
1,0,0,0,0,MultiplePeopleCounterConfig.py:57(__init__),,,,,,,
1,0,0,0,0,MultiplePeopleCounterConfig.py:8(ConfigSection),,,,,,,
1,0,0,0,0,MultiplePeopleCounterConfig.py:95(read_config_file),,,,,,,
1,0,0,0,0,Person.py:2(<module>),,,,,,,
1,0,0,0,0,Person.py:5(TrackedObject),,,,,,,
1,0,0,0,0,Person.py:69(Person),,,,,,,
1,0,0,0,0,RingBuffer.py:2(<module>),,,,,,,
1,0,0,0,0,RingBuffer.py:5(RingBuffer),,,,,,,
1,0,0,0,0,Terabee3DcamDriver.py:2(<module>),,,,,,,
1,0,0,0,0,Terabee3DcamDriver.py:9(OpenNiDriver),,,,,,,
1,0,0,0,0,Trackers.py:105(GreedyTracker),,,,,,,
1,0,0,0,0,Trackers.py:159(ProximityTracker),,,,,,,
1,0,0,0,0,Trackers.py:168(__init__),,,,,,,
1,0,0,0,0,Trackers.py:17(AbstractTracker),,,,,,,
1,0,0,0,0,Trackers.py:2(<module>),,,,,,,
1,0,0,0,0,Trackers.py:23(__init__),,,,,,,
2,0,0,0,0,Trackers.py:39(register_on_track_lost_callback),,,,,,,
1,0,0,0,0,Trackers.py:9(TrackerType),,,,,,,
1,0,0,0,0,__config__.py:3(<module>),,,,,,,
1,0,0,0,0,__future__.py:48(<module>),,,,,,,
1,0,0,0,0,__future__.py:78(_Feature),,,,,,,
9,0,0,0,0,__future__.py:79(__init__),,,,,,,
1,0,0,0,0,__init__.py:1050(_StderrHandler),,,,,,,
1,0,0,0,0,__init__.py:1056(__init__),,,,,,,
1,0,0,0,0,__init__.py:1074(PlaceHolder),,,,,,,
1,0,0,0,0,__init__.py:108(import_module),,,,,,,
2,0,0,0,0,__init__.py:1080(__init__),,,,,,,
4,0,0,0,0,__init__.py:1086(append),,,,,,,
1,0,0,0,0,__init__.py:1116(Manager),,,,,,,
1,0,0,0,0,__init__.py:1121(__init__),,,,,,,
7,0,0,0,0,__init__.py:1132(getLogger),,,,,,,
7,0,0,0,0,__init__.py:1183(_fixupParents),,,,,,,
1,0,0,0,0,__init__.py:1207(_fixupChildren),,,,,,,
1,0,0,0,0,__init__.py:1224(Logger),,,,,,,
8,0,0,0,0,__init__.py:1239(__init__),,,,,,,
14,0,0,0,0,__init__.py:142(_check_size),,,,,,,
2,0,0,0,0,__init__.py:1427(addHandler),,,,,,,
1,0,0,0,0,__init__.py:154(py_object),,,,,,,
1,0,0,0,0,__init__.py:1542(RootLogger),,,,,,,
1,0,0,0,0,__init__.py:1548(__init__),,,,,,,
1,0,0,0,0,__init__.py:1556(LoggerAdapter),,,,,,,
1,0,0,0,0,__init__.py:163(c_short),,,,,,,
1,0,0,0,0,__init__.py:167(c_ushort),,,,,,,
1,0,0,0,0,__init__.py:171(c_long),,,,,,,
1,0,0,0,0,__init__.py:175(c_ulong),,,,,,,
7,0,0,0,0,__init__.py:1774(getLogger),,,,,,,
11,0,0,0,0,__init__.py:182(_checkLevel),,,,,,,
1,0,0,0,0,__init__.py:184(c_int),,,,,,,
1,0,0,0,0,__init__.py:188(c_uint),,,,,,,
57,0,0,0,0,__init__.py:19(__new__),,,,,,,
1,0,0,0,0,__init__.py:1902(NullHandler),,,,,,,
2,0,0,0,0,__init__.py:1918(createLock),,,,,,,
1,0,0,0,0,__init__.py:192(c_float),,,,,,,
1,0,0,0,0,__init__.py:195(_sanity_check),,,,,,,
1,0,0,0,0,__init__.py:196(c_double),,,,,,,
1,0,0,0,0,__init__.py:200(c_longdouble),,,,,,,
12,0,0,0,0,__init__.py:211(_acquireLock),,,,,,,
36,0,0,0,0,__init__.py:22(<genexpr>),,,,,,,
12,0,0,0,0,__init__.py:220(_releaseLock),,,,,,,
1,0,0,0,0,__init__.py:221(c_ubyte),,,,,,,
1,0,0,0,0,__init__.py:228(c_byte),,,,,,,
1,0,0,0,0,__init__.py:231(LogRecord),,,,,,,
1,0,0,0,0,__init__.py:233(c_char),,,,,,,
1,0,0,0,0,__init__.py:238(c_char_p),,,,,,,
1,0,0,0,0,__init__.py:244(c_void_p),,,,,,,
1,0,0,0,0,__init__.py:249(c_bool),,,,,,,
1,0,0,0,0,__init__.py:254(c_wchar_p),,,,,,,
1,0,0,0,0,__init__.py:259(c_wchar),,,,,,,
1,0,0,0,0,__init__.py:262(_reset_cache),,,,,,,
1,0,0,0,0,__init__.py:314(CDLL),,,,,,,
1,0,0,0,0,__init__.py:331(__init__),,,,,,,
1,0,0,0,0,__init__.py:341(_FuncPtr),,,,,,,
1,0,0,0,0,__init__.py:370(PercentStyle),,,,,,,
1,0,0,0,0,__init__.py:370(PyDLL),,,,,,,
1,0,0,0,0,__init__.py:376(__init__),,,,,,,
1,0,0,0,0,__init__.py:385(StrFormatStyle),,,,,,,
1,0,0,0,0,__init__.py:394(StringTemplateStyle),,,,,,,
1,0,0,0,0,__init__.py:410(LibraryLoader),,,,,,,
2,0,0,0,0,__init__.py:411(__init__),,,,,,,
1,0,0,0,0,__init__.py:418(Formatter),,,,,,,
117,0,0,0,0,__init__.py:419(<genexpr>),,,,,,,
117,0,0,0,0,__init__.py:421(<genexpr>),,,,,,,
1,0,0,0,0,__init__.py:462(__init__),,,,,,,
3,0,0,0,0,__init__.py:475(PYFUNCTYPE),,,,,,,
3,0,0,0,0,__init__.py:476(CFunctionType),,,,,,,
1,0,0,0,0,__init__.py:49(check_compatibility),,,,,,,
1,0,0,0,0,__init__.py:5(<module>),,,,,,,
1,0,0,0,0,__init__.py:5(HTTPStatus),,,,,,,
1,0,0,0,0,__init__.py:591(BufferingFormatter),,,,,,,
1,0,0,0,0,__init__.py:633(Filter),,,,,,,
1,0,0,0,0,__init__.py:670(Filterer),,,,,,,
11,0,0,0,0,__init__.py:675(__init__),,,,,,,
9,0,0,0,0,__init__.py:73(CFUNCTYPE),,,,,,,
3,0,0,0,0,__init__.py:742(_addHandlerRef),,,,,,,
1,0,0,0,0,__init__.py:752(Handler),,,,,,,
3,0,0,0,0,__init__.py:761(__init__),,,,,,,
1,0,0,0,0,__init__.py:790(createLock),,,,,,,
1,0,0,0,0,__init__.py:937(StreamHandler),,,,,,,
1,0,0,0,0,__init__.py:988(FileHandler),,,,,,,
9,0,0,0,0,__init__.py:99(CFunctionType),,,,,,,
1,0,0,0,0,__version__.py:5(<module>),,,,,,,
1,0,0,0,0,_add_newdocs.py:6668(numeric_type_aliases),,,,,,,
18,0,0,0,0,_add_newdocs.py:6669(type_aliases_gen),,,,,,,
27,0,0,0,0,_add_newdocs.py:6709(<genexpr>),,,,,,,
36,0,0,0,0,_add_newdocs.py:6710(<genexpr>),,,,,,,
1,0,0,0,0,_appengine_environ.py:12(is_appengine_sandbox),,,,,,,
1,0,0,0,0,_appengine_environ.py:16(is_local_appengine),,,,,,,
1,0,0,0,0,_appengine_environ.py:23(is_prod_appengine),,,,,,,
1,0,0,0,0,_appengine_environ.py:3(<module>),,,,,,,
1,0,0,0,0,_appengine_environ.py:31(is_prod_appengine_mvms),,,,,,,
1,0,0,0,0,_appengine_environ.py:8(is_appengine),,,,,,,
1,0,0,0,0,_asarray.py:5(<module>),,,,,,,
2,0,0,0,0,_bootlocale.py:23(getpreferredencoding),,,,,,,
1,0,0,0,0,_collections.py:1(<module>),,,,,,,
1,0,0,0,0,_collections.py:106(HTTPHeaderDict),,,,,,,
1,0,0,0,0,_collections.py:30(RecentlyUsedContainer),,,,,,,
6,0,0,0,0,_collections_abc.py:592(get),,,,,,,
7,0,0,0,0,_collections_abc.py:599(__contains__),,,,,,,
43,0,0,0,0,_compat_pickle.py:165(<genexpr>),,,,,,,
85,0,0,0,0,_compat_pickle.py:167(<genexpr>),,,,,,,
1,0,0,0,0,_compat_pickle.py:9(<module>),,,,,,,
1,0,0,0,0,_compression.py:1(<module>),,,,,,,
1,0,0,0,0,_compression.py:33(DecompressReader),,,,,,,
1,0,0,0,0,_compression.py:9(BaseStream),,,,,,,
1,0,0,0,0,_datasource.py:144(_FileOpeners),,,,,,,
1,0,0,0,0,_datasource.py:169(__init__),,,,,,,
1,0,0,0,0,_datasource.py:272(DataSource),,,,,,,
1,0,0,0,0,_datasource.py:36(<module>),,,,,,,
1,0,0,0,0,_datasource.py:626(Repository),,,,,,,
1,0,0,0,0,_distributor_init.py:10(<module>),,,,,,,
16,0,0,0,0,_dtype.py:36(_kind_name),,,,,,,
1,0,0,0,0,_dtype.py:5(<module>),,,,,,,
13,0,0,0,0,_dtype_ctypes.py:69(_from_ctypes_scalar),,,,,,,
13,0,0,0,0,_dtype_ctypes.py:97(dtype_from_ctypes_type),,,,,,,
1,0,0,0,0,_encoded_words.py:6(<module>),,,,,,,
1,0,0,0,0,_encoded_words.py:73(_QByteMap),,,,,,,
1,0,0,0,0,_endian.py:1(<module>),,,,,,,
1,0,0,0,0,_endian.py:23(_swapped_meta),,,,,,,
1,0,0,0,0,_endian.py:46(BigEndianStructure),,,,,,,
1,0,0,0,0,_exceptions.py:101(_UFuncOutputCastingError),,,,,,,
1,0,0,0,0,_exceptions.py:120(TooHardError),,,,,,,
1,0,0,0,0,_exceptions.py:125(AxisError),,,,,,,
1,0,0,0,0,_exceptions.py:143(_ArrayMemoryError),,,,,,,
6,0,0,0,0,_exceptions.py:17(_display_as_base),,,,,,,
1,0,0,0,0,_exceptions.py:34(UFuncTypeError),,,,,,,
1,0,0,0,0,_exceptions.py:40(_UFuncBinaryResolutionError),,,,,,,
1,0,0,0,0,_exceptions.py:56(_UFuncNoLoopError),,,,,,,
1,0,0,0,0,_exceptions.py:7(<module>),,,,,,,
1,0,0,0,0,_exceptions.py:74(_UFuncCastingError),,,,,,,
1,0,0,0,0,_exceptions.py:83(_UFuncInputCastingError),,,,,,,
1,0,0,0,0,_globals.py:17(<module>),,,,,,,
1,0,0,0,0,_globals.py:32(ModuleDeprecationWarning),,,,,,,
1,0,0,0,0,_globals.py:46(VisibleDeprecationWarning),,,,,,,
1,0,0,0,0,_globals.py:59(_NoValueType),,,,,,,
1,0,0,0,0,_globals.py:67(__new__),,,,,,,
9,0,0,0,0,_globals.py:77(__repr__),,,,,,,
90,0,0,0,0,_inspect.py:133(strseq),,,,,,,
40,0,0,0,0,_inspect.py:142(formatargspec),,,,,,,
15,0,0,0,0,_inspect.py:144(<lambda>),,,,,,,
16,0,0,0,0,_inspect.py:145(<lambda>),,,,,,,
59,0,0,0,0,_inspect.py:146(<lambda>),,,,,,,
614,0,0,0,0,_inspect.py:43(iscode),,,,,,,
1,0,0,0,0,_inspect.py:7(<module>),,,,,,,
1,0,0,0,0,_internal.py:206(dummy_ctype),,,,,,,
1,0,0,0,0,_internal.py:218(_getintp_ctype),,,,,,,
1,0,0,0,0,_internal.py:241(_missing_ctypes),,,,,,,
1,0,0,0,0,_internal.py:245(c_void_p),,,,,,,
1,0,0,0,0,_internal.py:250(_unsafe_first_element_pointer),,,,,,,
1,0,0,0,0,_internal.py:290(_ctypes),,,,,,,
1,0,0,0,0,_internal.py:561(_Stream),,,,,,,
50,0,0,0,0,_internal.py:819(_ufunc_doc_signature_formatter),,,,,,,
78,0,0,0,0,_internal.py:830(<genexpr>),,,,,,,
13,0,0,0,0,_internal.py:865(npy_ctypes_check),,,,,,,
1,0,0,0,0,_internal.py:883(recursive),,,,,,,
1,0,0,0,0,_iotools.py:176(LineSplitter),,,,,,,
1,0,0,0,0,_iotools.py:276(NameValidator),,,,,,,
1,0,0,0,0,_iotools.py:3(<module>),,,,,,,
1,0,0,0,0,_iotools.py:470(ConverterError),,,,,,,
1,0,0,0,0,_iotools.py:478(ConverterLockError),,,,,,,
1,0,0,0,0,_iotools.py:486(ConversionWarning),,,,,,,
1,0,0,0,0,_iotools.py:499(StringConverter),,,,,,,
1,0,0,0,0,_methods.py:5(<module>),,,,,,,
1,0,0,0,0,_openni2.py:1034(XnBistType),,,,,,,
1,0,0,0,0,_openni2.py:1067(XnBistError),,,,,,,
1,0,0,0,0,_openni2.py:109(OniDeviceState),,,,,,,
1,0,0,0,0,_openni2.py:1142(XnDepthCMOSType),,,,,,,
1,0,0,0,0,_openni2.py:1150(XnImageCMOSType),,,,,,,
1,0,0,0,0,_openni2.py:1161(XnSDKVersion),,,,,,,
1,0,0,0,0,_openni2.py:1172(XnVersions),,,,,,,
1,0,0,0,0,_openni2.py:1190(XnInnerParamData),,,,,,,
1,0,0,0,0,_openni2.py:1199(XnDepthAGCBin),,,,,,,
1,0,0,0,0,_openni2.py:1209(XnControlProcessingData),,,,,,,
1,0,0,0,0,_openni2.py:1218(XnAHBData),,,,,,,
1,0,0,0,0,_openni2.py:1228(XnPixelRegistration),,,,,,,
1,0,0,0,0,_openni2.py:124(OniImageRegistrationMode),,,,,,,
1,0,0,0,0,_openni2.py:1242(XnLedState),,,,,,,
1,0,0,0,0,_openni2.py:1251(XnCmosBlankingTime),,,,,,,
1,0,0,0,0,_openni2.py:1261(XnCmosBlankingUnits),,,,,,,
1,0,0,0,0,_openni2.py:1271(XnI2CWriteData),,,,,,,
1,0,0,0,0,_openni2.py:1282(XnI2CReadData),,,,,,,
1,0,0,0,0,_openni2.py:1295(XnTecData),,,,,,,
1,0,0,0,0,_openni2.py:1310(XnTecFastConvergenceData),,,,,,,
1,0,0,0,0,_openni2.py:1326(XnEmitterData),,,,,,,
1,0,0,0,0,_openni2.py:133(_anon_enum_5),,,,,,,
1,0,0,0,0,_openni2.py:1345(XnFileAttributes),,,,,,,
1,0,0,0,0,_openni2.py:1354(XnParamFileData),,,,,,,
1,0,0,0,0,_openni2.py:1364(XnParamFlashData),,,,,,,
1,0,0,0,0,_openni2.py:1374(XnFlashFile),,,,,,,
1,0,0,0,0,_openni2.py:1389(XnFlashFileList),,,,,,,
1,0,0,0,0,_openni2.py:1398(XnProjectorFaultData),,,,,,,
1,0,0,0,0,_openni2.py:1408(XnBist),,,,,,,
1,0,0,0,0,_openni2.py:1417(_anon_enum_39),,,,,,,
1,0,0,0,0,_openni2.py:1428(_anon_enum_40),,,,,,,
1,0,0,0,0,_openni2.py:146(OniCallbackHandleImpl),,,,,,,
1,0,0,0,0,_openni2.py:1517(XnUsbInterfaceType),,,,,,,
1,0,0,0,0,_openni2.py:152(OniVersion),,,,,,,
1,0,0,0,0,_openni2.py:1527(XnFwFileVersion),,,,,,,
1,0,0,0,0,_openni2.py:1538(XnFwFileFlags),,,,,,,
1,0,0,0,0,_openni2.py:1544(XnFwFileEntry),,,,,,,
1,0,0,0,0,_openni2.py:1558(XnI2CDeviceInfo),,,,,,,
1,0,0,0,0,_openni2.py:1567(XnBistInfo),,,,,,,
1,0,0,0,0,_openni2.py:1576(XnFwLogMask),,,,,,,
1,0,0,0,0,_openni2.py:1585(XnUsbTestEndpointResult),,,,,,,
1,0,0,0,0,_openni2.py:1594(XnCommandAHB),,,,,,,
1,0,0,0,0,_openni2.py:1605(XnCommandI2C),,,,,,,
1,0,0,0,0,_openni2.py:1618(XnCommandUploadFile),,,,,,,
1,0,0,0,0,_openni2.py:162(OniVideoMode),,,,,,,
1,0,0,0,0,_openni2.py:1627(XnCommandDownloadFile),,,,,,,
1,0,0,0,0,_openni2.py:1637(XnCommandGetFileList),,,,,,,
1,0,0,0,0,_openni2.py:1646(XnCommandFormatZone),,,,,,,
1,0,0,0,0,_openni2.py:1654(XnCommandDumpEndpoint),,,,,,,
1,0,0,0,0,_openni2.py:1663(XnCommandGetI2CDeviceList),,,,,,,
1,0,0,0,0,_openni2.py:1672(XnCommandGetBistList),,,,,,,
1,0,0,0,0,_openni2.py:1681(XnCommandExecuteBist),,,,,,,
1,0,0,0,0,_openni2.py:1692(XnCommandUsbTest),,,,,,,
1,0,0,0,0,_openni2.py:1702(XnCommandGetLogMaskList),,,,,,,
1,0,0,0,0,_openni2.py:1711(XnCommandSetLogMaskState),,,,,,,
1,0,0,0,0,_openni2.py:172(OniSensorInfo),,,,,,,
1,0,0,0,0,_openni2.py:1720(_anon_enum_41),,,,,,,
1,0,0,0,0,_openni2.py:181(OniDeviceInfo),,,,,,,
1,0,0,0,0,_openni2.py:1832(XnFileZone),,,,,,,
1,0,0,0,0,_openni2.py:1841(XnBootErrorCode),,,,,,,
1,0,0,0,0,_openni2.py:1856(XnFwStreamType),,,,,,,
1,0,0,0,0,_openni2.py:1877(XnFwPixelFormat),,,,,,,
1,0,0,0,0,_openni2.py:1895(XnFwCompressionType),,,,,,,
1,0,0,0,0,_openni2.py:192(_OniDevice),,,,,,,
1,0,0,0,0,_openni2.py:1922(XnDetailedVersion),,,,,,,
1,0,0,0,0,_openni2.py:1934(XnBootStatus),,,,,,,
1,0,0,0,0,_openni2.py:1943(XnFwStreamInfo),,,,,,,
1,0,0,0,0,_openni2.py:1952(XnFwStreamVideoMode),,,,,,,
1,0,0,0,0,_openni2.py:1964(XnCommandGetFwStreamList),,,,,,,
1,0,0,0,0,_openni2.py:1973(XnCommandCreateStream),,,,,,,
1,0,0,0,0,_openni2.py:198(_OniStream),,,,,,,
1,0,0,0,0,_openni2.py:1983(XnCommandDestroyStream),,,,,,,
1,0,0,0,0,_openni2.py:1991(XnCommandStartStream),,,,,,,
1,0,0,0,0,_openni2.py:1999(XnCommandStopStream),,,,,,,
1,0,0,0,0,_openni2.py:20(ONI_CREATE_API_VERSION),,,,,,,
1,0,0,0,0,_openni2.py:2007(XnCommandGetFwStreamVideoModeList),,,,,,,
1,0,0,0,0,_openni2.py:2017(XnCommandSetFwStreamVideoMode),,,,,,,
1,0,0,0,0,_openni2.py:2026(XnCommandGetFwStreamVideoMode),,,,,,,
1,0,0,0,0,_openni2.py:204(_OniRecorder),,,,,,,
1,0,0,0,0,_openni2.py:210(OniFrame),,,,,,,
1,0,0,0,0,_openni2.py:228(OniDeviceCallbacks),,,,,,,
1,0,0,0,0,_openni2.py:237(OniCropping),,,,,,,
1,0,0,0,0,_openni2.py:248(OniRGB888Pixel),,,,,,,
1,0,0,0,0,_openni2.py:258(OniYUV422DoublePixel),,,,,,,
1,0,0,0,0,_openni2.py:269(OniSeek),,,,,,,
1,0,0,0,0,_openni2.py:277(_anon_enum_16),,,,,,,
33,0,0,0,0,_openni2.py:2823(oni_call),,,,,,,
6,0,0,0,0,_openni2.py:30(_get_calling_conv),,,,,,,
1,0,0,0,0,_openni2.py:314(_anon_enum_17),,,,,,,
1,0,0,0,0,_openni2.py:37(OniStatus),,,,,,,
1,0,0,0,0,_openni2.py:371(_anon_enum_18),,,,,,,
1,0,0,0,0,_openni2.py:380(_anon_enum_19),,,,,,,
