ncalls tottime percall cumtime percall filename:lineno(function)
5 0.000 0.000 0.000 0.000 datetime.py:45(_days_in_month)
1 0.000 0.000 0.002 0.002 datetime.py:5(<module>)
1 0.000 0.000 0.000 0.000 datetime.py:513(__neg__)
1 0.000 0.000 0.000 0.000 datetime.py:641(date)
2 0.000 0.000 0.000 0.000 datetime.py:671(__new__)
1 0.000 0.000 0.000 0.000 datetime.py:935(tzinfo)
1 0.000 0.000 0.003 0.003 decimal.py:2(<module>)
1 0.000 0.000 0.006 0.006 decoder.py:2(<module>)
1 0.000 0.000 0.000 0.000 decoder.py:20(JSONDecodeError)
1 0.000 0.000 0.000 0.000 decoder.py:253(JSONDecoder)
1 0.000 0.000 0.000 0.000 decoder.py:283(__init__)
1 0.000 0.000 0.000 0.000 decorators.py:15(<module>)
1 0.000 0.000 0.000 0.000 decorators.py:99(skipif)
1 0.000 0.000 0.012 0.012 defchararray.py:17(<module>)
1 0.000 0.000 0.000 0.000 defchararray.py:1810(chararray)
1 0.000 0.000 0.011 0.011 defmatrix.py:1(<module>)
1 0.000 0.000 0.000 0.000 defmatrix.py:74(matrix)
1 0.000 0.000 0.000 0.000 difflib.py:1703(HtmlDiff)
1 0.000 0.000 0.002 0.002 difflib.py:27(<module>)
1 0.000 0.000 0.000 0.000 difflib.py:43(SequenceMatcher)
1 0.000 0.000 0.000 0.000 difflib.py:751(Differ)
1 0.000 0.000 0.000 0.000 dumper.py:122(Dumper)
1 0.000 0.000 0.000 0.000 dumper.py:172(RoundTripDumper)
1 0.000 0.000 0.000 0.000 dumper.py:22(BaseDumper)
1 0.000 0.000 0.000 0.000 dumper.py:3(<module>)
1 0.000 0.000 0.000 0.000 dumper.py:72(SafeDumper)
1 0.000 0.000 0.001 0.001 einsumfunc.py:4(<module>)
1 0.000 0.000 0.000 0.000 emitter.py:29(EmitterError)
1 0.000 0.000 0.000 0.000 emitter.py:3(<module>)
1 0.000 0.000 0.000 0.000 emitter.py:33(ScalarAnalysis)
1 0.000 0.000 0.000 0.000 emitter.py:56(Indents)
1 0.000 0.000 0.000 0.000 emitter.py:93(Emitter)
1 0.000 0.000 0.000 0.000 encoder.py:104(__init__)
1 0.000 0.000 0.002 0.002 encoder.py:2(<module>)
1 0.000 0.000 0.000 0.000 encoder.py:73(JSONEncoder)
1 0.000 0.000 0.000 0.000 encoders.py:5(<module>)
1 0.000 0.000 0.001 0.001 enum.py:1(<module>)
10 0.000 0.000 0.000 0.000 enum.py:121(<setcomp>)
29 0.000 0.000 0.000 0.000 enum.py:140(<genexpr>)
177 0.000 0.000 0.000 0.000 enum.py:16(_is_dunder)
6 0.000 0.000 0.005 0.001 enum.py:215(__call__)
169 0.000 0.000 0.000 0.000 enum.py:24(_is_sunder)
8 0.000 0.000 0.000 0.000 enum.py:260(__getattr__)
9 0.000 0.000 0.000 0.000 enum.py:285(__members__)
208 0.001 0.000 0.001 0.000 enum.py:301(__setattr__)
6 0.000 0.000 0.005 0.001 enum.py:314(_create_)
1 0.000 0.000 0.000 0.000 enum.py:32(_make_class_unpicklable)
10 0.000 0.000 0.000 0.000 enum.py:361(_get_mixins_)
1 0.000 0.000 0.000 0.000 enum.py:40(_EnumDict)
10 0.000 0.000 0.000 0.000 enum.py:406(_find_new_)
1 0.000 0.000 0.000 0.000 enum.py:453(Enum)
10 0.000 0.000 0.000 0.000 enum.py:47(__init__)
169 0.001 0.000 0.002 0.000 enum.py:51(__setitem__)
6 0.000 0.000 0.010 0.002 enum.py:532(_convert)
6 0.001 0.000 0.004 0.001 enum.py:547(<dictcomp>)
1 0.000 0.000 0.000 0.000 enum.py:556(IntEnum)
143 0.000 0.000 0.001 0.000 enum.py:8(_is_descriptor)
1 0.000 0.000 0.000 0.000 enum.py:82(EnumMeta)
10 0.000 0.000 0.000 0.000 enum.py:84(__prepare__)
10 0.003 0.000 0.006 0.001 enum.py:88(__new__)
10 0.000 0.000 0.000 0.000 enum.py:99(<dictcomp>)
1 0.000 0.000 0.000 0.000 enums.py:17(LanguageFilter)
1 0.000 0.000 0.000 0.000 enums.py:32(ProbingState)
1 0.000 0.000 0.000 0.000 enums.py:41(MachineState)
1 0.000 0.000 0.000 0.000 enums.py:5(<module>)
1 0.000 0.000 0.000 0.000 enums.py:50(SequenceLikelihood)
1 0.000 0.000 0.000 0.000 enums.py:65(CharacterCategory)
1 0.000 0.000 0.000 0.000 enums.py:8(InputState)
1 0.000 0.000 0.000 0.000 error.py:110(CommentMark)
1 0.000 0.000 0.000 0.000 error.py:118(YAMLError)
1 0.000 0.000 0.001 0.001 error.py:12(<module>)
1 0.000 0.000 0.000 0.000 error.py:122(MarkedYAMLError)
1 0.000 0.000 0.000 0.000 error.py:163(YAMLStreamError)
1 0.000 0.000 0.000 0.000 error.py:167(YAMLWarning)
1 0.000 0.000 0.000 0.000 error.py:171(MarkedYAMLWarning)
1 0.000 0.000 0.000 0.000 error.py:215(ReusedAnchorWarning)
1 0.000 0.000 0.000 0.000 error.py:219(UnsafeLoaderWarning)
1 0.000 0.000 0.000 0.000 error.py:23(URLError)
1 0.000 0.000 0.000 0.000 error.py:235(MantissaNoDotYAML1_1Warning)
1 0.000 0.000 0.000 0.000 error.py:265(YAMLFutureWarning)
1 0.000 0.000 0.000 0.000 error.py:269(MarkedYAMLFutureWarning)
1 0.000 0.000 0.000 0.000 error.py:27(StreamMark)
1 0.000 0.000 0.002 0.002 error.py:3(<module>)
266 0.000 0.000 0.000 0.000 error.py:30(__init__)
1 0.000 0.000 0.000 0.000 error.py:39(HTTPError)
1 0.000 0.000 0.000 0.000 error.py:55(FileMark)
1 0.000 0.000 0.000 0.000 error.py:59(StringMark)
1 0.000 0.000 0.000 0.000 error.py:77(ContentTooShortError)
1 0.000 0.000 0.000 0.000 errors.py:101(ObsoleteHeaderDefect)
1 0.000 0.000 0.000 0.000 errors.py:104(NonASCIILocalPartDefect)
1 0.000 0.000 0.000 0.000 errors.py:12(MessageParseError)
1 0.000 0.000 0.000 0.000 errors.py:16(HeaderParseError)
1 0.000 0.000 0.000 0.000 errors.py:20(BoundaryError)
1 0.000 0.000 0.000 0.000 errors.py:24(MultipartConversionError)
1 0.000 0.000 0.000 0.000 errors.py:28(CharsetError)
1 0.000 0.000 0.000 0.000 errors.py:33(MessageDefect)
1 0.000 0.000 0.000 0.000 errors.py:41(NoBoundaryInMultipartDefect)
1 0.000 0.000 0.000 0.000 errors.py:44(StartBoundaryNotFoundDefect)
1 0.000 0.000 0.000 0.000 errors.py:47(CloseBoundaryNotFoundDefect)
1 0.000 0.000 0.000 0.000 errors.py:5(<module>)
1 0.000 0.000 0.000 0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
1 0.000 0.000 0.000 0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
1 0.000 0.000 0.000 0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
1 0.000 0.000 0.000 0.000 errors.py:61(MultipartInvariantViolationDefect)
1 0.000 0.000 0.000 0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
1 0.000 0.000 0.000 0.000 errors.py:67(UndecodableBytesDefect)
1 0.000 0.000 0.000 0.000 errors.py:70(InvalidBase64PaddingDefect)
1 0.000 0.000 0.000 0.000 errors.py:73(InvalidBase64CharactersDefect)
1 0.000 0.000 0.000 0.000 errors.py:78(HeaderDefect)
1 0.000 0.000 0.000 0.000 errors.py:8(MessageError)
1 0.000 0.000 0.000 0.000 errors.py:84(InvalidHeaderDefect)
1 0.000 0.000 0.000 0.000 errors.py:87(HeaderMissingRequiredValue)
1 0.000 0.000 0.000 0.000 errors.py:90(NonPrintableDefect)
1 0.000 0.000 0.001 0.001 escprober.py:28(<module>)
1 0.000 0.000 0.000 0.000 escprober.py:35(EscCharSetProber)
1 0.000 0.000 0.000 0.000 escsm.py:28(<module>)
1 0.000 0.000 0.000 0.000 eucjpprober.py:28(<module>)
1 0.000 0.000 0.000 0.000 eucjpprober.py:36(EUCJPProber)
1 0.000 0.000 0.000 0.000 euckrfreq.py:41(<module>)
1 0.000 0.000 0.000 0.000 euckrprober.py:28(<module>)
1 0.000 0.000 0.000 0.000 euckrprober.py:34(EUCKRProber)
1 0.000 0.000 0.000 0.000 euctwfreq.py:44(<module>)
1 0.000 0.000 0.000 0.000 euctwprober.py:28(<module>)
1 0.000 0.000 0.000 0.000 euctwprober.py:33(EUCTWProber)
1 0.000 0.000 0.000 0.000 events.py:1(<module>)
1 0.000 0.000 0.000 0.000 events.py:109(DocumentEndEvent)
1 0.000 0.000 0.000 0.000 events.py:112(__init__)
1 0.000 0.000 0.000 0.000 events.py:118(AliasEvent)
1 0.000 0.000 0.000 0.000 events.py:122(ScalarEvent)
43 0.000 0.000 0.000 0.000 events.py:125(__init__)
1 0.000 0.000 0.000 0.000 events.py:14(Event)
1 0.000 0.000 0.000 0.000 events.py:144(SequenceStartEvent)
1 0.000 0.000 0.000 0.000 events.py:148(SequenceEndEvent)
1 0.000 0.000 0.000 0.000 events.py:152(MappingStartEvent)
1 0.000 0.000 0.000 0.000 events.py:156(MappingEndEvent)
71 0.000 0.000 0.000 0.000 events.py:17(__init__)
1 0.000 0.000 0.000 0.000 events.py:39(NodeEvent)
55 0.000 0.000 0.000 0.000 events.py:42(__init__)
1 0.000 0.000 0.000 0.000 events.py:48(CollectionStartEvent)
12 0.000 0.000 0.000 0.000 events.py:51(__init__)
1 0.000 0.000 0.000 0.000 events.py:70(CollectionEndEvent)
1 0.000 0.000 0.000 0.000 events.py:77(StreamStartEvent)
1 0.000 0.000 0.000 0.000 events.py:80(__init__)
1 0.000 0.000 0.000 0.000 events.py:86(StreamEndEvent)
1 0.000 0.000 0.000 0.000 events.py:90(DocumentStartEvent)
1 0.000 0.000 0.000 0.000 events.py:93(__init__)
1 0.000 0.000 0.064 0.064 exceptions.py:1(<module>)
1 0.000 0.000 0.000 0.000 exceptions.py:100(StreamConsumedError)
1 0.000 0.000 0.000 0.000 exceptions.py:101(TimeoutError)
1 0.000 0.000 0.000 0.000 exceptions.py:104(RetryError)
1 0.000 0.000 0.000 0.000 exceptions.py:108(UnrewindableBodyError)
1 0.000 0.000 0.000 0.000 exceptions.py:111(ReadTimeoutError)
1 0.000 0.000 0.000 0.000 exceptions.py:114(RequestsWarning)
1 0.000 0.000 0.000 0.000 exceptions.py:118(ConnectTimeoutError)
1 0.000 0.000 0.000 0.000 exceptions.py:119(FileModeWarning)
1 0.000 0.000 0.000 0.000 exceptions.py:12(HTTPWarning)
1 0.000 0.000 0.000 0.000 exceptions.py:12(RequestException)
1 0.000 0.000 0.000 0.000 exceptions.py:123(NewConnectionError)
1 0.000 0.000 0.000 0.000 exceptions.py:124(RequestsDependencyWarning)
1 0.000 0.000 0.000 0.000 exceptions.py:128(EmptyPoolError)
1 0.000 0.000 0.000 0.000 exceptions.py:133(ClosedPoolError)
1 0.000 0.000 0.000 0.000 exceptions.py:138(LocationValueError)
1 0.000 0.000 0.000 0.000 exceptions.py:143(LocationParseError)
1 0.000 0.000 0.000 0.000 exceptions.py:153(ResponseError)
1 0.000 0.000 0.000 0.000 exceptions.py:159(SecurityWarning)
1 0.000 0.000 0.000 0.000 exceptions.py:164(SubjectAltNameWarning)
1 0.000 0.000 0.000 0.000 exceptions.py:169(InsecureRequestWarning)
1 0.000 0.000 0.000 0.000 exceptions.py:17(PoolError)
1 0.000 0.000 0.000 0.000 exceptions.py:174(SystemTimeWarning)
1 0.000 0.000 0.000 0.000 exceptions.py:179(InsecurePlatformWarning)
1 0.000 0.000 0.000 0.000 exceptions.py:184(SNIMissingWarning)
1 0.000 0.000 0.000 0.000 exceptions.py:189(DependencyWarning)
1 0.000 0.000 0.000 0.000 exceptions.py:198(ResponseNotChunked)
1 0.000 0.000 0.000 0.000 exceptions.py:203(BodyNotHttplibCompatible)
1 0.000 0.000 0.000 0.000 exceptions.py:212(IncompleteRead)
1 0.000 0.000 0.000 0.000 exceptions.py:231(InvalidHeader)
1 0.000 0.000 0.000 0.000 exceptions.py:236(ProxySchemeUnknown)
1 0.000 0.000 0.000 0.000 exceptions.py:245(HeaderParsingError)
1 0.000 0.000 0.000 0.000 exceptions.py:253(UnrewindableBodyError)
1 0.000 0.000 0.000 0.000 exceptions.py:28(HTTPError)
1 0.000 0.000 0.000 0.000 exceptions.py:29(RequestError)
1 0.000 0.000 0.000 0.000 exceptions.py:32(ConnectionError)
1 0.000 0.000 0.000 0.000 exceptions.py:36(ProxyError)
1 0.000 0.000 0.000 0.000 exceptions.py:40(SSLError)
1 0.000 0.000 0.000 0.000 exceptions.py:41(SSLError)
1 0.000 0.000 0.000 0.000 exceptions.py:44(Timeout)
1 0.000 0.000 0.000 0.000 exceptions.py:46(ProxyError)
1 0.000 0.000 0.000 0.000 exceptions.py:51(DecodeError)
1 0.000 0.000 0.000 0.000 exceptions.py:53(ConnectTimeout)
1 0.000 0.000 0.000 0.000 exceptions.py:56(ProtocolError)
1 0.000 0.000 0.000 0.000 exceptions.py:60(ReadTimeout)
1 0.000 0.000 0.000 0.000 exceptions.py:64(URLRequired)
1 0.000 0.000 0.000 0.000 exceptions.py:68(MaxRetryError)
1 0.000 0.000 0.000 0.000 exceptions.py:68(TooManyRedirects)
1 0.000 0.000 0.000 0.000 exceptions.py:7(HTTPError)
1 0.000 0.000 0.000 0.000 exceptions.py:72(MissingSchema)
1 0.000 0.000 0.000 0.000 exceptions.py:76(InvalidSchema)
1 0.000 0.000 0.001 0.001 exceptions.py:8(<module>)
1 0.000 0.000 0.000 0.000 exceptions.py:80(InvalidURL)
1 0.000 0.000 0.000 0.000 exceptions.py:84(InvalidHeader)
1 0.000 0.000 0.000 0.000 exceptions.py:86(HostChangedError)
1 0.000 0.000 0.000 0.000 exceptions.py:88(InvalidProxyURL)
1 0.000 0.000 0.000 0.000 exceptions.py:92(ChunkedEncodingError)
1 0.000 0.000 0.000 0.000 exceptions.py:95(TimeoutStateError)
1 0.000 0.000 0.000 0.000 exceptions.py:96(ContentDecodingError)
1 0.000 0.000 0.001 0.001 extras.py:10(<module>)
1 0.000 0.000 0.000 0.000 extras.py:1459(MAxisConcatenator)
1 0.000 0.000 0.000 0.000 extras.py:1489(mr_class)
1 0.000 0.000 0.000 0.000 extras.py:1507(__init__)
1 0.000 0.000 0.000 0.000 extras.py:217(_fromnxfunction)
10 0.000 0.000 0.001 0.000 extras.py:237(__init__)
10 0.000 0.000 0.001 0.000 extras.py:241(getdoc)
1 0.000 0.000 0.000 0.000 extras.py:272(_fromnxfunction_single)
1 0.000 0.000 0.000 0.000 extras.py:290(_fromnxfunction_seq)
1 0.000 0.000 0.000 0.000 extras.py:303(_fromnxfunction_args)
1 0.000 0.000 0.000 0.000 extras.py:328(_fromnxfunction_allargs)
1 0.000 0.000 0.000 0.000 feedparser.py:136(FeedParser)
1 0.000 0.000 0.036 0.036 feedparser.py:20(<module>)
1 0.000 0.000 0.000 0.000 feedparser.py:45(BufferedSubFile)
1 0.000 0.000 0.000 0.000 feedparser.py:531(BytesFeedParser)
1 0.000 0.000 0.002 0.002 fields.py:1(<module>)
1 0.000 0.000 0.000 0.000 fields.py:125(RequestField)
1 0.000 0.000 0.000 0.000 fields.py:73(<dictcomp>)
1 0.000 0.000 0.002 0.002 filepost.py:1(<module>)
1 0.000 0.000 0.007 0.007 financial.py:12(<module>)
1 0.000 0.000 0.000 0.000 fnmatch.py:11(<module>)
2 0.000 0.000 0.002 0.001 fnmatch.py:38(_compile_pattern)
2 0.000 0.000 0.002 0.001 fnmatch.py:48(filter)
2 0.000 0.000 0.000 0.000 fnmatch.py:74(translate)
1 0.000 0.000 0.000 0.000 format.py:163(<module>)
2751 0.007 0.000 0.007 0.000 fromnumeric.py:2499(_amax_dispatcher)
2751 0.029 0.000 0.148 0.000 fromnumeric.py:2504(amax)
1 0.000 0.000 0.000 0.000 fromnumeric.py:2787(_prod_dispatcher)
1 0.000 0.000 0.000 0.000 fromnumeric.py:2792(prod)
1 0.000 0.000 0.012 0.012 fromnumeric.py:3(<module>)
2752 0.046 0.000 0.119 0.000 fromnumeric.py:73(_wrapreduction)
2752 0.011 0.000 0.011 0.000 fromnumeric.py:74(<dictcomp>)
2 0.000 0.000 0.009 0.005 function_base.py:1(<module>)
1 0.000 0.000 0.000 0.000 function_base.py:1878(vectorize)
273 0.001 0.000 0.001 0.000 function_base.py:434(_add_docstring)
273 0.003 0.000 0.011 0.000 function_base.py:441(add_newdoc)
2752 0.007 0.000 0.007 0.000 function_base.py:741(_copy_dispatcher)
2752 0.018 0.000 0.086 0.000 function_base.py:745(copy)
2 0.000 0.000 0.000 0.000 functools.py:192(total_ordering)
2 0.000 0.000 0.000 0.000 functools.py:195(<listcomp>)
6 0.000 0.000 0.000 0.000 functools.py:391(lru_cache)
6 0.000 0.000 0.001 0.000 functools.py:422(decorating_function)
393 0.017 0.000 0.033 0.000 functools.py:43(update_wrapper)
387 0.002 0.000 0.002 0.000 functools.py:73(wraps)
1 0.000 0.000 0.000 0.000 gb2312freq.py:42(<module>)
1 0.000 0.000 0.000 0.000 gb2312prober.py:28(<module>)
1 0.000 0.000 0.000 0.000 gb2312prober.py:33(GB2312Prober)
12 0.000 0.000 0.000 0.000 genericpath.py:63(getctime)
30 0.000 0.000 0.000 0.000 getlimits.py:19(_fr0)
30 0.000 0.000 0.000 0.000 getlimits.py:27(_fr1)
1 0.000 0.000 0.000 0.000 getlimits.py:293(finfo)
1 0.000 0.000 0.000 0.000 getlimits.py:3(<module>)
1 0.000 0.000 0.000 0.000 getlimits.py:34(MachArLike)
6 0.000 0.000 0.002 0.000 getlimits.py:37(__init__)
36 0.000 0.000 0.000 0.000 getlimits.py:41(<lambda>)
30 0.000 0.000 0.000 0.000 getlimits.py:42(<lambda>)
30 0.000 0.000 0.001 0.000 getlimits.py:43(<lambda>)
1 0.000 0.000 0.000 0.000 getlimits.py:444(iinfo)
7 0.000 0.000 0.000 0.000 getlimits.py:497(__init__)
4 0.000 0.000 0.000 0.000 getlimits.py:521(max)
8 0.000 0.000 0.000 0.000 getlimits.py:92(_register_type)
1 0.000 0.000 0.002 0.002 getlimits.py:96(_register_known_types)
1 0.000 0.000 0.001 0.001 glob.py:1(<module>)
9 0.000 0.000 0.000 0.000 glob.py:133(has_magic)
44 0.000 0.000 0.000 0.000 glob.py:140(_ishidden)
2 0.000 0.000 0.000 0.000 glob.py:22(iglob)
44/13 0.000 0.000 0.004 0.000 glob.py:39(_iglob)
2 0.000 0.000 0.002 0.001 glob.py:78(glob1)
2 0.000 0.000 0.000 0.000 glob.py:89(<listcomp>)
2 0.000 0.000 0.004 0.002 glob.py:9(glob)
30 0.000 0.000 0.001 0.000 glob.py:92(glob0)
1 0.000 0.000 0.001 0.001 hashlib.py:53(<module>)
6 0.000 0.000 0.000 0.000 hashlib.py:98(__get_openssl_constructor)
1 0.000 0.000 0.000 0.000 header.py:179(Header)
1 0.000 0.000 0.000 0.000 header.py:413(_ValueFormatter)
1 0.000 0.000 0.004 0.004 header.py:5(<module>)
1 0.000 0.000 0.000 0.000 header.py:541(_Accumulator)
1 0.000 0.000 0.005 0.005 heap.py:10(<module>)
1 0.000 0.000 0.000 0.000 heap.py:103(__init__)
7 0.000 0.000 0.000 0.000 heap.py:116(_roundup)
6 0.000 0.000 0.002 0.000 heap.py:122(_malloc)
6 0.000 0.000 0.000 0.000 heap.py:144(_free)
6 0.000 0.000 0.000 0.000 heap.py:189(_free_pending_blocks)
6 0.000 0.000 0.002 0.000 heap.py:223(malloc)
1 0.000 0.000 0.000 0.000 heap.py:243(BufferWrapper)
6 0.000 0.000 0.002 0.000 heap.py:247(__init__)
6 0.000 0.000 0.000 0.000 heap.py:253(create_memoryview)
1 0.000 0.000 0.000 0.000 heap.py:63(Arena)
1 0.000 0.000 0.001 0.001 heap.py:65(__init__)
1 0.000 0.000 0.000 0.000 heap.py:99(Heap)
1 0.000 0.000 0.000 0.000 hebrewprober.py:128(HebrewProber)
1 0.000 0.000 0.000 0.000 hebrewprober.py:28(<module>)
1 0.000 0.000 0.001 0.001 helper.py:4(<module>)
1 0.000 0.000 0.000 0.000 hermite.py:1627(Hermite)
1 0.000 0.000 0.000 0.000 hermite.py:60(<module>)
1 0.000 0.000 0.000 0.000 hermite_e.py:1621(HermiteE)
1 0.000 0.000 0.000 0.000 hermite_e.py:60(<module>)
1 0.000 0.000 0.001 0.001 histograms.py:3(<module>)
257 0.000 0.000 0.000 0.000 hmac.py:10(<genexpr>)
257 0.000 0.000 0.000 0.000 hmac.py:11(<genexpr>)
1 0.000 0.000 0.000 0.000 hmac.py:19(HMAC)
1 0.000 0.000 0.001 0.001 hmac.py:4(<module>)
1 0.000 0.000 0.000 0.000 hooks.py:13(<module>)
1 0.000 0.000 0.000 0.000 idna.py:146(Codec)
1 0.000 0.000 0.000 0.000 idna.py:218(IncrementalEncoder)
1 0.000 0.000 0.000 0.000 idna.py:253(IncrementalDecoder)
1 0.000 0.000 0.000 0.000 idna.py:292(StreamWriter)
1 0.000 0.000 0.000 0.000 idna.py:295(StreamReader)
1 0.000 0.000 0.001 0.001 idna.py:3(<module>)
1 0.000 0.000 0.000 0.000 idnadata.py:3(<module>)
1 0.000 0.000 0.023 0.023 index_tricks.py:1(<module>)
1 0.000 0.000 0.000 0.000 index_tricks.py:110(nd_grid)
2 0.000 0.000 0.000 0.000 index_tricks.py:145(__init__)
1 0.000 0.000 0.000 0.000 index_tricks.py:210(MGridClass)
1 0.000 0.000 0.000 0.000 index_tricks.py:252(__init__)
1 0.000 0.000 0.000 0.000 index_tricks.py:257(OGridClass)
1 0.000 0.000 0.000 0.000 index_tricks.py:296(__init__)
1 0.000 0.000 0.000 0.000 index_tricks.py:302(AxisConcatenator)
3 0.000 0.000 0.000 0.000 index_tricks.py:312(__init__)
1 0.000 0.000 0.000 0.000 index_tricks.py:422(RClass)
1 0.000 0.000 0.000 0.000 index_tricks.py:517(__init__)
1 0.000 0.000 0.000 0.000 index_tricks.py:522(CClass)
1 0.000 0.000 0.000 0.000 index_tricks.py:547(__init__)
1 0.000 0.000 0.000 0.000 index_tricks.py:554(ndenumerate)
1 0.000 0.000 0.000 0.000 index_tricks.py:605(ndindex)
1 0.000 0.000 0.000 0.000 index_tricks.py:684(IndexExpression)
2 0.000 0.000 0.000 0.000 index_tricks.py:728(__init__)
1 0.000 0.000 0.000 0.000 info.py:156(<module>)
1 0.000 0.000 0.000 0.000 info.py:34(<module>)
1 0.000 0.000 0.000 0.000 info.py:83(<module>)
1 0.000 0.000 0.000 0.000 intranges.py:6(<module>)
1 0.000 0.000 0.000 0.000 ipaddress.py:1049(_BaseV4)
19 0.000 0.000 0.000 0.000 ipaddress.py:1075(_make_netmask)
20 0.000 0.000 0.001 0.000 ipaddress.py:1099(_ip_int_from_string)
80 0.000 0.000 0.000 0.000 ipaddress.py:1125(_parse_octet)
1 0.000 0.000 0.000 0.000 ipaddress.py:1245(IPv4Address)
68 0.000 0.000 0.000 0.000 ipaddress.py:1251(__init__)
1 0.000 0.000 0.000 0.000 ipaddress.py:1362(IPv4Interface)
1 0.000 0.000 0.000 0.000 ipaddress.py:1444(IPv4Network)
19 0.000 0.000 0.002 0.000 ipaddress.py:1459(__init__)
1 0.000 0.000 0.002 0.002 ipaddress.py:1558(_IPv4Constants)
47 0.000 0.000 0.000 0.000 ipaddress.py:158(_split_optional_netmask)
1 0.000 0.000 0.000 0.000 ipaddress.py:1592(_BaseV6)
28 0.000 0.000 0.000 0.000 ipaddress.py:1612(_make_netmask)
28 0.000 0.000 0.001 0.000 ipaddress.py:1630(_ip_int_from_string)
31 0.000 0.000 0.000 0.000 ipaddress.py:1734(_parse_hextet)
1 0.000 0.000 0.000 0.000 ipaddress.py:1876(IPv6Address)
99 0.000 0.000 0.001 0.000 ipaddress.py:1882(__init__)
1 0.000 0.000 0.000 0.000 ipaddress.py:19(AddressValueError)
1 0.000 0.000 0.000 0.000 ipaddress.py:2056(IPv6Interface)
1 0.000 0.000 0.000 0.000 ipaddress.py:2142(IPv6Network)
28 0.001 0.000 0.003 0.000 ipaddress.py:2158(__init__)
1 0.000 0.000 0.003 0.003 ipaddress.py:2264(_IPv6Constants)
1 0.000 0.000 0.000 0.000 ipaddress.py:23(NetmaskValueError)
1 0.000 0.000 0.000 0.000 ipaddress.py:385(_IPAddressBase)
166 0.000 0.000 0.000 0.000 ipaddress.py:417(_check_int_address)
25 0.000 0.000 0.000 0.000 ipaddress.py:433(_ip_int_from_prefix)
25 0.000 0.000 0.000 0.000 ipaddress.py:476(_prefix_from_prefix_string)
1 0.000 0.000 0.000 0.000 ipaddress.py:539(_BaseAddress)
188 0.000 0.000 0.000 0.000 ipaddress.py:550(__int__)
47 0.000 0.000 0.000 0.000 ipaddress.py:553(__eq__)
1 0.000 0.000 0.000 0.000 ipaddress.py:598(_BaseNetwork)
47 0.000 0.000 0.000 0.000 ipaddress.py:607(__init__)
1 0.000 0.000 0.005 0.005 ipaddress.py:9(<module>)
1 0.000 0.000 0.000 0.000 iterators.py:5(<module>)
1 0.000 0.000 0.000 0.000 jisfreq.py:44(<module>)
1 0.000 0.000 0.000 0.000 jpcntx.py:116(JapaneseContextAnalysis)
1 0.000 0.000 0.000 0.000 jpcntx.py:183(SJISContextAnalysis)
1 0.000 0.000 0.000 0.000 jpcntx.py:212(EUCJPContextAnalysis)
1 0.000 0.000 0.000 0.000 jpcntx.py:31(<module>)
1 0.000 0.000 0.000 0.000 laguerre.py:1578(Laguerre)
1 0.000 0.000 0.000 0.000 laguerre.py:60(<module>)
1 0.000 0.000 0.000 0.000 langbulgarianmodel.py:38(<module>)
1 0.000 0.000 0.000 0.000 langcyrillicmodel.py:31(<module>)
1 0.000 0.000 0.000 0.000 langgreekmodel.py:35(<module>)
1 0.000 0.000 0.000 0.000 langhebrewmodel.py:38(<module>)
1 0.000 0.000 0.000 0.000 langthaimodel.py:37(<module>)
1 0.000 0.000 0.000 0.000 langturkishmodel.py:37(<module>)
1 0.000 0.000 0.000 0.000 latin1prober.py:29(<module>)
1 0.000 0.000 0.000 0.000 latin1prober.py:96(Latin1Prober)
1 0.000 0.000 0.000 0.000 legendre.py:1613(Legendre)
1 0.000 0.000 0.000 0.000 legendre.py:83(<module>)
1 0.000 0.000 0.009 0.009 linalg.py:10(<module>)
1 0.000 0.000 0.000 0.000 linalg.py:52(LinAlgError)
1 0.000 0.000 0.000 0.000 linalg.py:82(_determine_error_states)
1 0.000 0.000 0.006 0.006 linecache.py:6(<module>)
1 0.000 0.000 0.001 0.001 loader.py:1(<module>)
1 0.000 0.000 0.000 0.000 loader.py:23(_FailedTest)
1 0.000 0.000 0.000 0.000 loader.py:25(BaseLoader)
1 0.000 0.000 0.000 0.000 loader.py:3(<module>)
1 0.000 0.000 0.000 0.000 loader.py:36(SafeLoader)
1 0.000 0.000 0.000 0.000 loader.py:47(Loader)
1 0.000 0.000 0.000 0.000 loader.py:58(RoundTripLoader)
1 0.000 0.000 0.000 0.000 loader.py:66(TestLoader)
1 0.000 0.000 0.000 0.000 loader.py:76(__init__)
3 0.000 0.000 0.000 0.000 locale.py:375(normalize)
3 0.000 0.000 0.000 0.000 locale.py:458(_parse_localename)
3 0.000 0.000 0.000 0.000 locale.py:561(getlocale)
1 0.000 0.000 0.000 0.000 lzma.py:37(LZMAFile)
1 0.000 0.000 0.001 0.001 lzma.py:9(<module>)
1 0.000 0.000 0.000 0.000 machar.py:18(MachAr)
1 0.000 0.000 0.000 0.000 machar.py:7(<module>)
1 0.000 0.000 0.003 0.003 main.py:1(<module>)
1 0.000 0.000 0.000 0.000 main.py:1489(YAMLObjectMetaclass)
2 0.000 0.000 0.000 0.000 main.py:1494(__init__)
