ncalls tottime percall cumtime percall filename:lineno(function)
1 0.000 0.000 0.000 0.000 anchor.py:6(Anchor)
1 0.000 0.000 0.003 0.003 api.py:11(<module>)
1 0.000 0.000 0.000 0.000 argparse.py:1010(_HelpAction)
1 0.000 0.000 0.000 0.000 argparse.py:1029(_VersionAction)
1 0.000 0.000 0.000 0.000 argparse.py:1055(_SubParsersAction)
1 0.000 0.000 0.000 0.000 argparse.py:1057(_ChoicesPseudoAction)
1 0.000 0.000 0.000 0.000 argparse.py:1151(FileType)
1 0.000 0.000 0.000 0.000 argparse.py:118(_AttributeHolder)
1 0.000 0.000 0.000 0.000 argparse.py:1205(Namespace)
1 0.000 0.000 0.000 0.000 argparse.py:1225(_ActionsContainer)
1 0.000 0.000 0.000 0.000 argparse.py:153(HelpFormatter)
1 0.000 0.000 0.000 0.000 argparse.py:1532(_ArgumentGroup)
1 0.000 0.000 0.000 0.000 argparse.py:1566(_MutuallyExclusiveGroup)
1 0.000 0.000 0.000 0.000 argparse.py:1586(ArgumentParser)
1 0.000 0.000 0.000 0.000 argparse.py:203(_Section)
1 0.000 0.000 0.001 0.001 argparse.py:62(<module>)
1 0.000 0.000 0.000 0.000 argparse.py:642(RawDescriptionHelpFormatter)
1 0.000 0.000 0.000 0.000 argparse.py:653(RawTextHelpFormatter)
1 0.000 0.000 0.000 0.000 argparse.py:664(ArgumentDefaultsHelpFormatter)
1 0.000 0.000 0.000 0.000 argparse.py:681(MetavarTypeHelpFormatter)
1 0.000 0.000 0.000 0.000 argparse.py:714(ArgumentError)
1 0.000 0.000 0.000 0.000 argparse.py:734(ArgumentTypeError)
1 0.000 0.000 0.000 0.000 argparse.py:743(Action)
1 0.000 0.000 0.000 0.000 argparse.py:834(_StoreAction)
1 0.000 0.000 0.000 0.000 argparse.py:869(_StoreConstAction)
1 0.000 0.000 0.000 0.000 argparse.py:892(_StoreTrueAction)
1 0.000 0.000 0.000 0.000 argparse.py:909(_StoreFalseAction)
1 0.000 0.000 0.000 0.000 argparse.py:926(_AppendAction)
1 0.000 0.000 0.000 0.000 argparse.py:963(_AppendConstAction)
1 0.000 0.000 0.000 0.000 argparse.py:989(_CountAction)
1 0.000 0.000 0.000 0.000 arraypad.py:5(<module>)
1 0.000 0.000 0.000 0.000 arrayprint.py:1145(IntegerFormat)
1 0.000 0.000 0.000 0.000 arrayprint.py:1158(BoolFormat)
1 0.000 0.000 0.000 0.000 arrayprint.py:1168(ComplexFloatingFormat)
1 0.000 0.000 0.000 0.000 arrayprint.py:1197(ComplexFormat)
1 0.000 0.000 0.000 0.000 arrayprint.py:1204(LongComplexFormat)
1 0.000 0.000 0.000 0.000 arrayprint.py:1212(_TimelikeFormat)
1 0.000 0.000 0.000 0.000 arrayprint.py:1238(DatetimeFormat)
1 0.000 0.000 0.000 0.000 arrayprint.py:1270(TimedeltaFormat)
1 0.000 0.000 0.000 0.000 arrayprint.py:1275(SubArrayFormat)
1 0.000 0.000 0.000 0.000 arrayprint.py:1285(StructuredVoidFormat)
1 0.000 0.000 0.000 0.000 arrayprint.py:1322(StructureFormat)
15 0.000 0.000 0.001 0.000 arrayprint.py:1512(_array_str_implementation)
2 0.000 0.000 0.000 0.000 arrayprint.py:1585(set_string_function)
2 0.000 0.000 0.000 0.000 arrayprint.py:452(_recursive_guard)
2 0.000 0.000 0.000 0.000 arrayprint.py:462(decorating_function)
15 0.000 0.000 0.000 0.000 arrayprint.py:465(wrapper)
1 0.000 0.000 0.002 0.002 arrayprint.py:5(<module>)
1 0.000 0.000 0.000 0.000 arrayprint.py:842(FloatingFormat)
1 0.000 0.000 0.000 0.000 arrayprint.py:985(FloatFormat)
1 0.000 0.000 0.000 0.000 arrayprint.py:992(LongFloatFormat)
1 0.000 0.000 0.002 0.002 arraysetops.py:27(<module>)
1 0.000 0.000 0.000 0.000 arrayterator.py:20(Arrayterator)
1 0.000 0.000 0.000 0.000 arrayterator.py:9(<module>)
1 0.000 0.000 0.000 0.000 ast.py:221(NodeVisitor)
1 0.000 0.000 0.000 0.000 ast.py:258(NodeTransformer)
1 0.000 0.000 0.000 0.000 ast.py:26(<module>)
1 0.000 0.000 0.000 0.000 auth.py:100(HTTPProxyAuth)
1 0.000 0.000 0.000 0.000 auth.py:108(HTTPDigestAuth)
1 0.000 0.000 0.000 0.000 auth.py:72(AuthBase)
1 0.000 0.000 0.000 0.000 auth.py:79(HTTPBasicAuth)
1 0.000 0.000 0.000 0.000 auth.py:8(<module>)
1 0.000 0.000 0.000 0.000 base64.py:3(<module>)
1 0.000 0.000 0.000 0.000 base64mime.py:25(<module>)
1 0.000 0.000 0.000 0.000 big5freq.py:43(<module>)
1 0.000 0.000 0.000 0.000 big5prober.py:28(<module>)
1 0.000 0.000 0.000 0.000 big5prober.py:34(Big5Prober)
1 0.000 0.000 0.000 0.000 bisect.py:1(<module>)
1 0.000 0.000 0.000 0.000 bz2.py:31(BZ2File)
1 0.000 0.000 0.002 0.002 bz2.py:5(<module>)
1 0.000 0.000 0.000 0.000 calendar.py:126(Calendar)
1 0.000 0.000 0.000 0.000 calendar.py:132(__init__)
1 0.000 0.000 0.000 0.000 calendar.py:138(setfirstweekday)
1 0.000 0.000 0.000 0.000 calendar.py:21(IllegalMonthError)
1 0.000 0.000 0.000 0.000 calendar.py:259(TextCalendar)
1 0.000 0.000 0.000 0.000 calendar.py:28(IllegalWeekdayError)
1 0.000 0.000 0.000 0.000 calendar.py:376(HTMLCalendar)
1 0.000 0.000 0.000 0.000 calendar.py:47(_localized_month)
1 0.000 0.000 0.000 0.000 calendar.py:488(different_locale)
1 0.000 0.000 0.000 0.000 calendar.py:49(<listcomp>)
2 0.000 0.000 0.000 0.000 calendar.py:50(<lambda>)
1 0.000 0.000 0.000 0.000 calendar.py:500(LocaleTextCalendar)
2 0.000 0.000 0.000 0.000 calendar.py:52(__init__)
1 0.000 0.000 0.000 0.000 calendar.py:531(LocaleHTMLCalendar)
26 0.000 0.000 0.000 0.000 calendar.py:55(__getitem__)
1 0.000 0.000 0.000 0.000 calendar.py:6(<module>)
1 0.000 0.000 0.000 0.000 calendar.py:66(_localized_day)
1 0.000 0.000 0.000 0.000 calendar.py:69(<listcomp>)
2 0.000 0.000 0.000 0.000 calendar.py:71(__init__)
14 0.000 0.000 0.000 0.000 calendar.py:74(__getitem__)
1 0.000 0.000 0.005 0.005 case.py:1(<module>)
1 0.000 0.000 0.000 0.000 case.py:127(_BaseTestCaseContext)
10 0.000 0.000 0.000 0.000 case.py:1306(_deprecate)
1 0.000 0.000 0.000 0.000 case.py:1328(FunctionTestCase)
1 0.000 0.000 0.000 0.000 case.py:136(_AssertRaisesBaseContext)
1 0.000 0.000 0.000 0.000 case.py:1386(_SubTest)
1 0.000 0.000 0.000 0.000 case.py:179(_AssertRaisesContext)
1 0.000 0.000 0.000 0.000 case.py:216(_AssertWarnsContext)
1 0.000 0.000 0.000 0.000 case.py:24(SkipTest)
1 0.000 0.000 0.000 0.000 case.py:273(_CapturingHandler)
1 0.000 0.000 0.000 0.000 case.py:292(_AssertLogsContext)
1 0.000 0.000 0.000 0.000 case.py:32(_ShouldStop)
1 0.000 0.000 0.000 0.000 case.py:336(TestCase)
1 0.000 0.000 0.000 0.000 case.py:37(_UnexpectedSuccess)
1 0.000 0.000 0.000 0.000 case.py:383(__init__)
6 0.000 0.000 0.000 0.000 case.py:415(addTypeEqualityFunc)
1 0.000 0.000 0.000 0.000 case.py:43(_Outcome)
1 0.000 0.000 0.002 0.002 certs.py:14(<module>)
1 0.000 0.000 0.000 0.000 chardistribution.py:113(EUCTWDistributionAnalysis)
1 0.000 0.000 0.000 0.000 chardistribution.py:132(EUCKRDistributionAnalysis)
1 0.000 0.000 0.000 0.000 chardistribution.py:151(GB2312DistributionAnalysis)
1 0.000 0.000 0.000 0.000 chardistribution.py:170(Big5DistributionAnalysis)
1 0.000 0.000 0.000 0.000 chardistribution.py:192(SJISDistributionAnalysis)
1 0.000 0.000 0.000 0.000 chardistribution.py:217(EUCJPDistributionAnalysis)
1 0.000 0.000 0.003 0.003 chardistribution.py:28(<module>)
1 0.000 0.000 0.000 0.000 chardistribution.py:40(CharDistributionAnalysis)
1 0.000 0.000 0.000 0.000 charset.py:167(Charset)
2 0.000 0.000 0.000 0.000 charset.py:211(__init__)
1 0.000 0.000 0.002 0.002 charset.py:6(<module>)
1 0.000 0.000 0.001 0.001 charsetgroupprober.py:28(<module>)
1 0.000 0.000 0.000 0.000 charsetgroupprober.py:32(CharSetGroupProber)
1 0.000 0.000 0.000 0.000 charsetprober.py:29(<module>)
1 0.000 0.000 0.000 0.000 charsetprober.py:35(CharSetProber)
1 0.000 0.000 0.000 0.000 chebyshev.py:1966(Chebyshev)
1 0.000 0.000 0.000 0.000 chebyshev.py:89(<module>)
1 0.000 0.000 0.000 0.000 client.py:107(<dictcomp>)
1 0.000 0.000 0.000 0.000 client.py:1237(HTTPSConnection)
1 0.000 0.000 0.000 0.000 client.py:1287(HTTPException)
1 0.000 0.000 0.000 0.000 client.py:1292(NotConnected)
1 0.000 0.000 0.000 0.000 client.py:1295(InvalidURL)
1 0.000 0.000 0.000 0.000 client.py:1298(UnknownProtocol)
1 0.000 0.000 0.000 0.000 client.py:1303(UnknownTransferEncoding)
1 0.000 0.000 0.000 0.000 client.py:1306(UnimplementedFileMode)
1 0.000 0.000 0.000 0.000 client.py:1309(IncompleteRead)
1 0.000 0.000 0.000 0.000 client.py:1324(ImproperConnectionState)
1 0.000 0.000 0.000 0.000 client.py:1327(CannotSendRequest)
1 0.000 0.000 0.000 0.000 client.py:1330(CannotSendHeader)
1 0.000 0.000 0.000 0.000 client.py:1333(ResponseNotReady)
1 0.000 0.000 0.000 0.000 client.py:1336(BadStatusLine)
1 0.000 0.000 0.000 0.000 client.py:1343(LineTooLong)
1 0.000 0.000 0.000 0.000 client.py:1348(RemoteDisconnected)
1 0.000 0.000 0.000 0.000 client.py:174(HTTPMessage)
1 0.000 0.000 0.000 0.000 client.py:228(HTTPResponse)
1 0.000 0.000 0.041 0.041 client.py:69(<module>)
1 0.000 0.000 0.000 0.000 client.py:749(HTTPConnection)
1 0.000 0.000 0.000 0.000 codecs.py:185(__init__)
3 0.000 0.000 0.000 0.000 codecs.py:259(__init__)
12 0.000 0.000 0.000 0.000 codecs.py:275(reset)
3 0.000 0.000 0.000 0.000 codecs.py:308(__init__)
4 0.000 0.000 0.000 0.000 codecs.py:318(decode)
12 0.000 0.000 0.000 0.000 codecs.py:326(reset)
3 0.000 0.000 0.000 0.000 codecs.py:330(getstate)
1 0.000 0.000 0.000 0.000 codingstatemachine.py:28(<module>)
1 0.000 0.000 0.000 0.000 codingstatemachine.py:33(CodingStateMachine)
12 0.000 0.000 0.000 0.000 comments.py:101(__init__)
1 0.000 0.000 0.000 0.000 comments.py:1058(CommentedOrderedMap)
1 0.000 0.000 0.000 0.000 comments.py:1062(CommentedSet)
12 0.000 0.000 0.000 0.000 comments.py:109(set_block_style)
1 0.000 0.000 0.000 0.000 comments.py:1116(TaggedScalar)
1 0.000 0.000 0.000 0.000 comments.py:124(LineCol)
12 0.000 0.000 0.000 0.000 comments.py:127(__init__)
21 0.000 0.000 0.000 0.000 comments.py:133(add_kv_line_col)
12 0.000 0.000 0.000 0.000 comments.py:160(add_idx_line_col)
1 0.000 0.000 0.000 0.000 comments.py:167(Tag)
1 0.000 0.000 0.000 0.000 comments.py:182(CommentedBase)
12 0.000 0.000 0.000 0.000 comments.py:183(ca)
1 0.000 0.000 0.000 0.000 comments.py:198(yaml_key_comment_extend)
8 0.000 0.000 0.000 0.000 comments.py:209(yaml_value_comment_extend)
12 0.000 0.000 0.000 0.000 comments.py:270(fa)
1 0.000 0.000 0.003 0.003 comments.py:3(<module>)
57 0.000 0.000 0.000 0.000 comments.py:305(lc)
12 0.000 0.000 0.000 0.000 comments.py:312(_yaml_set_line_col)
21 0.000 0.000 0.000 0.000 comments.py:317(_yaml_set_kv_line_col)
12 0.000 0.000 0.000 0.000 comments.py:321(_yaml_set_idx_line_col)
1 0.000 0.000 0.000 0.000 comments.py:379(CommentedSeq)
5 0.000 0.000 0.000 0.000 comments.py:382(__init__)
51 0.000 0.000 0.000 0.000 comments.py:386(__getsingleitem__)
1 0.000 0.000 0.000 0.000 comments.py:41(Comment)
20 0.000 0.000 0.000 0.000 comments.py:411(__len__)
5 0.000 0.000 0.000 0.000 comments.py:424(extend)
3 0.000 0.000 0.000 0.000 comments.py:432(_yaml_add_comment)
8 0.000 0.000 0.000 0.000 comments.py:47(__init__)
5/1 0.000 0.000 0.000 0.000 comments.py:507(__repr__)
1 0.000 0.000 0.000 0.000 comments.py:512(CommentedKeySeq)
1 0.000 0.000 0.000 0.000 comments.py:561(CommentedMapView)
1 0.000 0.000 0.000 0.000 comments.py:574(CommentedMapKeysView)
1 0.000 0.000 0.000 0.000 comments.py:593(CommentedMapItemsView)
1 0.000 0.000 0.000 0.000 comments.py:617(CommentedMapValuesView)
1 0.000 0.000 0.000 0.000 comments.py:633(CommentedMap)
7 0.000 0.000 0.000 0.000 comments.py:636(__init__)
9 0.000 0.000 0.000 0.000 comments.py:642(_yaml_add_comment)
76 0.000 0.000 0.000 0.000 comments.py:750(__getitem__)
21 0.000 0.000 0.000 0.000 comments.py:760(__setitem__)
42 0.000 0.000 0.000 0.000 comments.py:779(__contains__)
56 0.000 0.000 0.000 0.000 comments.py:820(__iter__)
7 0.000 0.000 0.000 0.000 comments.py:830(__len__)
1 0.000 0.000 0.000 0.000 comments.py:965(CommentedKeyMap)
1 0.000 0.000 0.000 0.000 comments.py:97(Format)
1 0.000 0.000 0.000 0.000 compat.py:137(with_metaclass)
1 0.000 0.000 0.000 0.000 compat.py:192(Nprint)
2 0.000 0.000 0.000 0.000 compat.py:193(__init__)
1 0.000 0.000 0.000 0.000 compat.py:22(<module>)
1 0.000 0.000 0.000 0.000 compat.py:253(version_tnf)
1 0.000 0.000 0.000 0.000 compat.py:267(MutableSliceableSequence)
51 0.000 0.000 0.000 0.000 compat.py:270(__getitem__)
1 0.000 0.000 0.001 0.001 compat.py:3(<module>)
1 0.000 0.000 0.000 0.000 compat.py:31(ordereddict)
11 0.000 0.000 0.000 0.000 compat.py:59(to_str)
1 0.000 0.000 0.067 0.067 compat.py:9(<module>)
55/1 0.001 0.000 0.090 0.090 composer.py:109(compose_node)
43 0.001 0.000 0.018 0.000 composer.py:142(compose_scalar_node)
5/1 0.000 0.000 0.025 0.025 composer.py:161(compose_sequence_node)
7/1 0.000 0.000 0.090 0.090 composer.py:194(compose_mapping_node)
12 0.000 0.000 0.000 0.000 composer.py:228(check_end_doc_comment)
1 0.000 0.000 0.000 0.000 composer.py:28(ComposerError)
1 0.000 0.000 0.001 0.001 composer.py:3(<module>)
1 0.000 0.000 0.000 0.000 composer.py:32(Composer)
1 0.000 0.000 0.000 0.000 composer.py:33(__init__)
302 0.001 0.000 0.004 0.000 composer.py:40(parser)
165 0.001 0.000 0.002 0.000 composer.py:47(resolver)
1 0.000 0.000 0.092 0.092 composer.py:70(get_single_node)
1 0.000 0.000 0.090 0.090 composer.py:95(compose_document)
2 0.000 0.000 0.124 0.062 connection.py:1(<module>)
1 0.000 0.000 0.000 0.000 connection.py:108(_has_ipv6)
1 0.000 0.000 0.000 0.000 connection.py:223(HTTPSConnection)
1 0.000 0.000 0.000 0.000 connection.py:289(VerifiedHTTPSConnection)
1 0.000 0.000 0.000 0.000 connection.py:62(DummyConnection)
1 0.000 0.000 0.000 0.000 connection.py:68(HTTPConnection)
1 0.000 0.000 0.211 0.211 connectionpool.py:1(<module>)
1 0.000 0.000 0.000 0.000 connectionpool.py:103(HTTPConnectionPool)
1 0.000 0.000 0.000 0.000 connectionpool.py:64(ConnectionPool)
1 0.000 0.000 0.000 0.000 connectionpool.py:852(HTTPSConnectionPool)
1 0.000 0.000 0.000 0.000 constructor.py:1074(RoundTripConstructor)
43 0.000 0.000 0.000 0.000 constructor.py:1079(construct_scalar)
1 0.000 0.000 0.096 0.096 constructor.py:108(get_single_data)
11 0.000 0.000 0.001 0.000 constructor.py:1114(construct_yaml_int)
1 0.000 0.000 0.004 0.004 constructor.py:116(construct_document)
24 0.000 0.000 0.000 0.000 constructor.py:1282(construct_yaml_str)
5/1 0.000 0.000 0.001 0.001 constructor.py:1297(construct_rt_sequence)
55/15 0.000 0.000 0.003 0.000 constructor.py:130(construct_object)
7 0.000 0.000 0.000 0.000 constructor.py:1322(flatten_mapping)
7/1 0.000 0.000 0.004 0.004 constructor.py:1413(construct_mapping)
55/15 0.000 0.000 0.003 0.000 constructor.py:154(construct_non_recursive_object)
10/2 0.000 0.000 0.001 0.001 constructor.py:1548(construct_yaml_seq)
14/2 0.000 0.000 0.004 0.002 constructor.py:1558(construct_yaml_map)
12 0.000 0.000 0.000 0.000 constructor.py:1566(set_collection_style)
8 0.000 0.000 0.000 0.000 constructor.py:1749(construct_yaml_bool)
21 0.000 0.000 0.000 0.000 constructor.py:264(check_mapping_key)
1 0.000 0.000 0.008 0.008 constructor.py:3(<module>)
38 0.000 0.000 0.000 0.000 constructor.py:338(add_constructor)
5 0.000 0.000 0.000 0.000 constructor.py:345(add_multi_constructor)
1 0.000 0.000 0.000 0.000 constructor.py:353(SafeConstructor)
1 0.000 0.000 0.000 0.000 constructor.py:45(ConstructorError)
8 0.000 0.000 0.000 0.000 constructor.py:459(construct_yaml_bool)
1 0.000 0.000 0.000 0.000 constructor.py:49(DuplicateKeyFutureWarning)
1 0.000 0.000 0.000 0.000 constructor.py:53(DuplicateKeyError)
1 0.000 0.000 0.000 0.000 constructor.py:57(BaseConstructor)
1 0.000 0.000 0.000 0.000 constructor.py:62(__init__)
1 0.000 0.000 0.000 0.000 constructor.py:77(composer)
1 0.000 0.000 0.000 0.000 constructor.py:787(Constructor)
27 0.000 0.000 0.000 0.000 constructor.py:90(resolver)
1 0.000 0.000 0.016 0.016 context.py:1(<module>)
1 0.000 0.000 0.000 0.000 context.py:13(ProcessError)
5 0.000 0.000 0.003 0.001 context.py:130(Value)
1 0.000 0.000 0.012 0.012 context.py:136(Array)
1 0.000 0.000 0.000 0.000 context.py:16(BufferTooShort)
18 0.000 0.000 0.000 0.000 context.py:185(get_context)
1 0.000 0.000 0.000 0.000 context.py:19(TimeoutError)
16 0.000 0.000 0.000 0.000 context.py:195(get_start_method)
1 0.000 0.000 0.000 0.000 context.py:208(Process)
1 0.000 0.000 0.001 0.001 context.py:210(_Popen)
1 0.000 0.000 0.000 0.000 context.py:214(DefaultContext)
1 0.000 0.000 0.000 0.000 context.py:217(__init__)
1 0.000 0.000 0.000 0.000 context.py:22(AuthenticationError)
9 0.000 0.000 0.000 0.000 context.py:221(get_context)
36 0.000 0.000 0.000 0.000 context.py:254(<genexpr>)
1 0.000 0.000 0.000 0.000 context.py:262(ForkProcess)
1 0.000 0.000 0.001 0.001 context.py:264(_Popen)
1 0.000 0.000 0.000 0.000 context.py:269(SpawnProcess)
1 0.000 0.000 0.000 0.000 context.py:276(ForkServerProcess)
1 0.000 0.000 0.000 0.000 context.py:283(ForkContext)
1 0.000 0.000 0.000 0.000 context.py:287(SpawnContext)
1 0.000 0.000 0.000 0.000 context.py:29(BaseContext)
1 0.000 0.000 0.000 0.000 context.py:291(ForkServerContext)
2 0.000 0.000 0.001 0.000 context.py:63(Lock)
6 0.000 0.000 0.004 0.001 context.py:68(RLock)
2 0.000 0.000 0.003 0.001 context.py:73(Condition)
8 0.000 0.000 0.003 0.000 context.py:78(Semaphore)
2 0.000 0.000 0.004 0.002 context.py:88(Event)
11 0.000 0.000 0.001 0.000 contextlib.py:103(contextmanager)
1 0.000 0.000 0.000 0.000 contextlib.py:14(_recreate_cm)
1 0.000 0.000 0.000 0.000 contextlib.py:26(__call__)
1 0.000 0.000 0.000 0.000 contextlib.py:27(inner)
1 0.000 0.000 0.000 0.000 cookiejar.py:1231(Absent)
1 0.000 0.000 0.002 0.002 cookiejar.py:1233(CookieJar)
1 0.000 0.000 0.000 0.000 cookiejar.py:1762(LoadError)
1 0.000 0.000 0.000 0.000 cookiejar.py:1764(FileCookieJar)
1 0.000 0.000 0.000 0.000 cookiejar.py:1850(LWPCookieJar)
1 0.000 0.000 0.001 0.001 cookiejar.py:1970(MozillaCookieJar)
1 0.000 0.000 0.030 0.030 cookiejar.py:26(<module>)
1 0.000 0.000 0.000 0.000 cookiejar.py:732(Cookie)
1 0.000 0.000 0.000 0.000 cookiejar.py:830(CookiePolicy)
1 0.000 0.000 0.000 0.000 cookiejar.py:863(DefaultCookiePolicy)
1 0.000 0.000 0.000 0.000 cookies.py:10(<module>)
1 0.000 0.000 0.020 0.020 cookies.py:127(<module>)
1 0.000 0.000 0.000 0.000 cookies.py:150(CookieError)
1 0.000 0.000 0.000 0.000 cookies.py:165(CookieConflictError)
1 0.000 0.000 0.000 0.000 cookies.py:170(<dictcomp>)
1 0.000 0.000 0.000 0.000 cookies.py:171(RequestsCookieJar)
1 0.000 0.000 0.000 0.000 cookies.py:25(MockRequest)
1 0.000 0.000 0.000 0.000 cookies.py:259(Morsel)
1 0.000 0.000 0.000 0.000 cookies.py:484(BaseCookie)
1 0.000 0.000 0.000 0.000 cookies.py:624(SimpleCookie)
1 0.000 0.000 0.000 0.000 cookies.py:97(MockResponse)
1 0.000 0.000 0.000 0.000 copyreg.py:12(pickle)
1 0.000 0.000 0.000 0.000 copyreg.py:22(constructor)
1 0.000 0.000 0.002 0.002 core.py:1(<module>)
1 0.000 0.000 0.000 0.000 core.py:1120(_DomainedBinaryOperation)
6 0.000 0.000 0.000 0.000 core.py:1141(__init__)
1 0.000 0.000 0.000 0.000 core.py:12(where)
4 0.000 0.000 0.001 0.000 core.py:122(doc_note)
1 0.000 0.000 0.000 0.000 core.py:1278(_replace_dtype_fields_recursive)
1 0.000 0.000 0.000 0.000 core.py:1310(_replace_dtype_fields)
1 0.000 0.000 0.000 0.000 core.py:1324(make_mask_descr)
3 0.000 0.000 0.000 0.000 core.py:1357(getmask)
44 0.000 0.000 0.002 0.000 core.py:145(get_object_signature)
1 0.000 0.000 0.000 0.000 core.py:16(IDNAError)
1 0.000 0.000 0.000 0.000 core.py:162(MAError)
1 0.000 0.000 0.000 0.000 core.py:170(MaskError)
1 0.000 0.000 0.000 0.000 core.py:202(<listcomp>)
1 0.000 0.000 0.000 0.000 core.py:204(<listcomp>)
1 0.000 0.000 0.006 0.006 core.py:21(<module>)
1 0.000 0.000 0.000 0.000 core.py:21(IDNABidiError)
1 0.000 0.000 0.000 0.000 core.py:2378(_MaskedPrintOption)
1 0.000 0.000 0.000 0.000 core.py:2384(__init__)
7 0.000 0.000 0.000 0.000 core.py:2551(_arraymethod)
1 0.000 0.000 0.000 0.000 core.py:2596(MaskedIterator)
1 0.000 0.000 0.000 0.000 core.py:26(InvalidCodepoint)
1 0.000 0.000 0.000 0.000 core.py:2708(MaskedArray)
1 0.000 0.000 0.000 0.000 core.py:2773(__new__)
2 0.000 0.000 0.000 0.000 core.py:2903(_update_from)
2 0.000 0.000 0.000 0.000 core.py:2929(__array_finalize__)
1 0.000 0.000 0.000 0.000 core.py:3078(view)
1 0.000 0.000 0.000 0.000 core.py:31(InvalidCodepointContext)
4 0.000 0.000 0.000 0.000 core.py:3347(dtype)
2 0.000 0.000 0.000 0.000 core.py:3363(shape)
1 0.000 0.000 0.000 0.000 core.py:6112(mvoid)
1 0.000 0.000 0.000 0.000 core.py:6306(MaskedConstant)
4 0.000 0.000 0.000 0.000 core.py:6310(__has_singleton)
1 0.000 0.000 0.000 0.000 core.py:6316(__new__)
1 0.000 0.000 0.000 0.000 core.py:6334(__array_finalize__)
2 0.000 0.000 0.000 0.000 core.py:6398(__setattr__)
1 0.000 0.000 0.000 0.000 core.py:6490(_extrema_operation)
2 0.000 0.000 0.000 0.000 core.py:6499(__init__)
1 0.000 0.000 0.000 0.000 core.py:6607(_frommethod)
26 0.000 0.000 0.002 0.000 core.py:6618(__init__)
26 0.000 0.000 0.002 0.000 core.py:6623(getdoc)
1 0.000 0.000 0.000 0.000 core.py:792(_DomainCheckInterval)
1 0.000 0.000 0.000 0.000 core.py:8(<module>)
3 0.000 0.000 0.000 0.000 core.py:801(__init__)
1 0.000 0.000 0.000 0.000 core.py:8045(_convert2ma)
8 0.000 0.000 0.000 0.000 core.py:8058(__init__)
8 0.000 0.000 0.000 0.000 core.py:8063(getdoc)
1 0.000 0.000 0.000 0.000 core.py:817(_DomainTan)
1 0.000 0.000 0.000 0.000 core.py:825(__init__)
1 0.000 0.000 0.000 0.000 core.py:835(_DomainSafeDivide)
6 0.000 0.000 0.000 0.000 core.py:841(__init__)
1 0.000 0.000 0.000 0.000 core.py:856(_DomainGreater)
3 0.000 0.000 0.000 0.000 core.py:862(__init__)
1 0.000 0.000 0.000 0.000 core.py:872(_DomainGreaterEqual)
2 0.000 0.000 0.000 0.000 core.py:878(__init__)
1 0.000 0.000 0.000 0.000 core.py:888(_MaskedUFunc)
52 0.000 0.000 0.001 0.000 core.py:889(__init__)
1 0.000 0.000 0.000 0.000 core.py:898(_MaskedUnaryOperation)
1 0.000 0.000 0.000 0.000 core.py:91(MaskedArrayFutureWarning)
26 0.000 0.000 0.000 0.000 core.py:916(__init__)
1 0.000 0.000 0.000 0.000 core.py:972(_MaskedBinaryOperation)
18 0.000 0.000 0.001 0.000 core.py:992(__init__)
1 0.000 0.000 0.000 0.000 cp949prober.py:28(<module>)
1 0.000 0.000 0.000 0.000 cp949prober.py:34(CP949Prober)
1 0.000 0.000 0.000 0.000 csv.py:129(DictWriter)
1 0.000 0.000 0.000 0.000 csv.py:164(Sniffer)
1 0.000 0.000 0.000 0.000 csv.py:22(Dialect)
1 0.000 0.000 0.001 0.001 csv.py:4(<module>)
1 0.000 0.000 0.000 0.000 csv.py:53(excel)
1 0.000 0.000 0.000 0.000 csv.py:63(excel_tab)
1 0.000 0.000 0.000 0.000 csv.py:68(unix_dialect)
1 0.000 0.000 0.000 0.000 csv.py:79(DictReader)
1 0.000 0.000 0.000 0.000 ctypeslib.py:179(_ndptr)
1 0.000 0.000 0.000 0.000 ctypeslib.py:200(_concrete_ndptr)
1 0.000 0.000 0.001 0.001 ctypeslib.py:359(_get_scalar_type_map)
1 0.000 0.000 0.001 0.001 ctypeslib.py:370(<dictcomp>)
1 0.000 0.000 0.001 0.001 ctypeslib.py:51(<module>)
1 0.000 0.000 0.000 0.000 cyaml.py:103(CSafeDumper)
1 0.000 0.000 0.000 0.000 cyaml.py:146(CDumper)
1 0.000 0.000 0.000 0.000 cyaml.py:22(CBaseLoader)
1 0.000 0.000 0.025 0.025 cyaml.py:3(<module>)
1 0.000 0.000 0.000 0.000 cyaml.py:34(CSafeLoader)
1 0.000 0.000 0.000 0.000 cyaml.py:46(CLoader)
1 0.000 0.000 0.000 0.000 cyaml.py:58(CBaseDumper)
1 0.000 0.000 0.000 0.000 datetime.py:1005(time)
2 0.000 0.000 0.000 0.000 datetime.py:1030(__new__)
1 0.000 0.000 0.000 0.000 datetime.py:1311(datetime)
3 0.000 0.000 0.000 0.000 datetime.py:1319(__new__)
1 0.000 0.000 0.000 0.000 datetime.py:1815(timezone)
3 0.000 0.000 0.000 0.000 datetime.py:1838(_create)
35 0.000 0.000 0.000 0.000 datetime.py:247(_check_int_field)
5 0.000 0.000 0.000 0.000 datetime.py:264(_check_date_fields)
5 0.000 0.000 0.000 0.000 datetime.py:277(_check_time_fields)
5 0.000 0.000 0.000 0.000 datetime.py:292(_check_tzinfo_arg)
1 0.000 0.000 0.000 0.000 datetime.py:319(timedelta)
9 0.000 0.000 0.001 0.000 datetime.py:338(__new__)
3 0.000 0.000 0.000 0.000 datetime.py:40(_days_before_year)
