Time,In,Out
1578821800.2705634,0,0
Time,In,Out
1578821834.594524,0,0
Time,In,Out
1578823062.9152174,0,0
Time,In,Out
1578823178.8654935,0,0
Time,In,Out
1578823225.421587,0,0
Time,In,Out
1578823328.1784434,0,0
Time,In,Out
1578823398.879526,0,0
Time,In,Out
1578823462.7545962,0,1
1578823465.5704641,0,2
Time,In,Out
1578823720.5602083,0,2
Time,In,Out
1578823962.7722173,0,2
Time,In,Out
1578824045.271729,0,2
Time,In,Out
1578824084.7286992,0,2
Time,In,Out
1578824248.4672222,0,2
Time,In,Out
1578825153.0118525,1,2
Time,In,Out
1578825188.927524,1,2
Time,In,Out
1578826075.2275574,1,3
Time,In,Out
1578826237.0838625,2,3
1578826247.2754352,2,4
Time,In,Out
1578826434.9838164,2,5
1578826435.4545932,2,6
1578826437.7470675,2,7
1578826441.894207,3,7
