Time,In,Out
1573411697.888982,1,0
1573411697.949966,2,0
1573411698.424423,2,1
1573411706.9968352,2,2
1573411722.7542424,3,2
1573411731.7124834,3,2
Time,In,Out
1573411763.9182687,3,3
1573411770.1852207,3,4
1573411774.0565455,4,4
1573411774.288538,4,5
1573411871.971574,4,5
Time,In,Out
1573411904.693062,4,5
Time,In,Out
1573411934.024398,5,5
1573411941.408588,6,5
1573411943.1578205,7,5
1573411943.396039,7,5
Time,In,Out
1573411987.854664,8,5
1573411994.0429893,8,6
1573412006.5912652,9,6
1573412006.6867914,9,7
1573412006.86294,9,8
1573412028.186781,10,8
1573412031.7488859,11,8
1573412036.1717424,11,9
1573412037.6172915,12,9
1573412042.324821,13,9
1573412048.5804658,13,9
