Time,In,Out
1578306548.8916469,0,1
1578306548.9574752,1,1
1578306594.8867435,1,1
Time,In,Out
1578306740.3190758,1,1
Time,In,Out
1578306921.1936946,1,1
Time,In,Out
1578307113.8320057,1,1
Time,In,Out
1578307753.5079434,5,1
Time,In,Out
1578307961.3732092,5,1
Time,In,Out
1578308142.0283813,5,1
Time,In,Out
1578308256.7969687,5,1
Time,In,Out
1578308334.932841,5,1
Time,In,Out
1578314804.408043,5,1
Time,In,Out
1578315413.9529467,5,1
Time,In,Out
1578315559.4882245,5,1
Time,In,Out
1578315934.2536564,5,1
Time,In,Out
1578317033.998286,5,1
Time,In,Out
1578317189.83329,5,1
Time,In,Out
1578317258.3203619,5,1
Time,In,Out
1578317389.5311866,5,1
Time,In,Out
1578318243.9774852,5,1
Time,In,Out
1578318309.6704652,5,1
Time,In,Out
1578320174.1255348,5,1
Time,In,Out
1578320236.7920382,5,1
Time,In,Out
1578320559.5225575,5,2
Time,In,Out
1578320600.1897209,6,2
1578320603.425474,6,3
1578320608.1705186,6,4
1578320620.4807475,6,4
Time,In,Out
1578321224.3268745,6,4
Time,In,Out
1578321722.0723279,6,4
Time,In,Out
1578321835.7429059,6,4
Time,In,Out
1578322384.2173774,6,4
Time,In,Out
1578323342.3620174,6,4
Time,In,Out
1578323563.447212,0,0
Time,In,Out
1578323632.560026,0,0
Time,In,Out
1578323762.2996457,0,0
Time,In,Out
1578324039.9563982,0,0
Time,In,Out
1578324127.0517416,0,0
Time,In,Out
1578332908.1634567,0,0
