Time,In,Out
1580559720.653242,0,0
Time,In,Out
1580559779.835216,0,0
Time,In,Out
1580559915.8842542,0,1
1580559928.7874353,0,2
1580559935.3916788,0,2
Time,In,Out
1580559985.0213792,0,2
Time,In,Out
1580560272.2753198,0,3
1580560272.3185313,0,4
1580560272.5245368,0,5
1580560289.435562,1,5
1580560306.424181,1,6
1580560308.0849295,1,7
1580560308.1280413,1,8
Time,In,Out
1580560516.2982483,1,8
Time,In,Out
1580566774.390683,1,8
Time,In,Out
1580567968.3436358,1,8
Time,In,Out
1580568546.9368494,1,8
Time,In,Out
1580568710.2152276,1,8
Time,In,Out
1580568825.6792426,1,8
Time,In,Out
1580569352.3050401,1,8
Time,In,Out
1580569446.4467053,1,8
Time,In,Out
1580569535.5790303,1,8
Time,In,Out
1580569674.1598334,2,8
1580569802.074028,2,8
