Time,In,Out
1580720187.6276686,0,0
Time,In,Out
1580720307.1482675,0,0
Time,In,Out
1580720389.57903,0,1
1580720397.6619556,0,1
Time,In,Out
1580720540.3871987,0,1
Time,In,Out
1580720808.9525633,0,2
Time,In,Out
1580721780.8593278,0,2
Time,In,Out
1580722281.604091,0,3
1580722289.4518917,0,4
1580722302.963963,0,5
1580722386.400538,1,5
1580722434.9296803,2,5
Time,In,Out
1580722490.2532768,3,5
Time,In,Out
1580722663.6034682,3,5
Time,In,Out
1580722703.0891051,3,5
Time,In,Out
1580724129.4022024,3,5
Time,In,Out
1580724180.314092,3,5
Time,In,Out
1580724239.9691007,3,5
Time,In,Out
1580724275.9067738,3,5
Time,In,Out
1580725173.1865916,3,5
Time,In,Out
1580725333.2477875,3,5
Time,In,Out
1580725972.3196967,3,5
Time,In,Out
1580726418.2033947,3,5
Time,In,Out
1580726572.7286162,3,5
Time,In,Out
1580726686.6083033,3,5
Time,In,Out
1580726767.9978335,3,5
Time,In,Out
1580726836.418057,3,5
Time,In,Out
1580736239.8172755,3,5
Time,In,Out
1580736286.568344,3,5
Time,In,Out
1580736389.2243316,3,5
Time,In,Out
1580736422.4116926,3,5
Time,In,Out
1580737117.4938672,3,5
Time,In,Out
1580737615.6248567,3,5
Time,In,Out
1580737667.2283885,3,5
Time,In,Out
1580737907.3975108,3,5
Time,In,Out
1580737960.9515402,3,5
Time,In,Out
1580738307.2178116,3,5
Time,In,Out
1580738509.591487,3,5
Time,In,Out
1580738730.510853,3,5
Time,In,Out
1580739298.8266418,3,5
Time,In,Out
1580739523.7593353,3,5
Time,In,Out
1580739649.873575,3,5
Time,In,Out
1580739718.159384,3,5
Time,In,Out
1580740041.2513554,3,6
Time,In,Out
1580740203.0271604,3,6
Time,In,Out
1580740354.0306544,3,6
Time,In,Out
1580740560.491505,3,6
Time,In,Out
1580761763.9007502,3,6
Time,In,Out
1580761843.4515014,3,6
Time,In,Out
1580761894.9222796,3,6
Time,In,Out
1580762134.6054666,3,6
Time,In,Out
1580762165.0139687,3,6
Time,In,Out
1580762628.8609302,3,6
Time,In,Out
1580763140.6072702,3,6
Time,In,Out
1580763190.8991692,3,6
Time,In,Out
1580763276.7243907,3,6
Time,In,Out
1580763422.1327736,3,6
Time,In,Out
1580763469.9584012,3,6
Time,In,Out
1580763497.645942,3,6
Time,In,Out
1580764530.6478164,3,6
Time,In,Out
1580765114.957827,3,6
Time,In,Out
1580765251.5177746,3,6
