Time,In,Out
1579520786.031403,0,0
Time,In,Out
1579521120.252573,0,0
Time,In,Out
1579521273.9788814,0,0
Time,In,Out
1579521348.099702,0,0
Time,In,Out
1579522236.3109188,0,0
Time,In,Out
1579523181.6401713,0,0
Time,In,Out
1579523466.1709912,0,0
Time,In,Out
1579523602.1472218,0,0
Time,In,Out
1579523964.731211,0,0
Time,In,Out
1579524034.1995811,1,0
Time,In,Out
1579524411.2216322,1,0
Time,In,Out
1579524559.7942886,1,0
Time,In,Out
1579526017.4020438,2,0
1579526017.7706735,2,1
1579526021.9500387,2,2
1579526034.0413525,2,3
1579526062.712135,2,3
Time,In,Out
1579526164.6912491,2,4
1579526193.0878255,2,4
Time,In,Out
1579526235.285182,2,4
Time,In,Out
1579526319.0671904,2,4
