Time,In,Out
1578576137.55274,0,1
1578576141.3046048,0,2
1578576359.7629423,1,2
1578576480.1848762,1,2
Time,In,Out
1578578202.2072513,1,2
Time,In,Out
1578578240.201955,1,2
Time,In,Out
1578578401.7404528,1,2
Time,In,Out
1578578857.666454,1,2
Time,In,Out
1578579713.3145974,1,2
Time,In,Out
1578579937.1383696,1,2
Time,In,Out
1578580043.526546,1,2
Time,In,Out
1578580580.4123652,1,2
Time,In,Out
1578580851.031611,1,2
Time,In,Out
1578580912.259177,1,2
Time,In,Out
1578581487.2899597,1,2
Time,In,Out
1578582339.347651,1,2
Time,In,Out
1578585984.3160863,1,2
Time,In,Out
1578586057.106848,1,2
Time,In,Out
1578586109.8730242,1,2
