Time,In,Out
1578386555.5244832,0,0
Time,In,Out
1578389521.910509,0,0
Time,In,Out
1578390003.2180388,0,0
Time,In,Out
1578390123.095561,0,0
Time,In,Out
1578390683.151522,0,0
Time,In,Out
1578390807.0279372,0,0
Time,In,Out
1578391228.6657422,0,0
Time,In,Out
1578391770.9861848,0,0
Time,In,Out
1578391875.7163546,0,0
Time,In,Out
1578392572.639785,0,0
Time,In,Out
1578392695.5020728,0,0
Time,In,Out
1578393901.5956566,0,0
Time,In,Out
1578394358.9038265,0,0
Time,In,Out
1578400363.5163343,0,0
Time,In,Out
1578400847.6434212,0,0
Time,In,Out
1578401382.7680912,0,0
Time,In,Out
1578401521.0980077,0,0
Time,In,Out
1578401726.8126788,0,0
Time,In,Out
1578401827.7896783,0,0
Time,In,Out
1578403277.1828125,0,0
Time,In,Out
1578403475.7159235,0,0
