CMDLINE /usr/bin/python3 main.py
MEM 76.019531 1578322940.1856
MEM 76.019531 1578322940.2863
MEM 76.019531 1578322940.3871
MEM 76.019531 1578322940.4879
MEM 76.019531 1578322940.5883
MEM 76.019531 1578322940.6890
MEM 76.019531 1578322940.7898
MEM 76.019531 1578322940.8906
MEM 76.019531 1578322940.9914
MEM 76.019531 1578322941.0922
MEM 76.019531 1578322941.1930
MEM 76.019531 1578322941.2938
MEM 76.019531 1578322941.3945
MEM 76.019531 1578322941.4953
MEM 76.019531 1578322941.5961
MEM 76.019531 1578322941.6968
MEM 76.019531 1578322941.7972
MEM 76.019531 1578322941.8981
MEM 76.019531 1578322941.9988
MEM 76.019531 1578322942.0992
MEM 76.019531 1578322942.1994
MEM 76.019531 1578322942.2997
MEM 76.019531 1578322942.3999
MEM 93.667969 1578322942.5004
MEM 94.425781 1578322942.6008
MEM 95.191406 1578322942.7018
MEM 95.441406 1578322942.8021
MEM 95.441406 1578322942.9025
MEM 95.441406 1578322943.0028
MEM 95.441406 1578322943.1031
MEM 95.441406 1578322943.2038
MEM 95.441406 1578322943.3043
MEM 95.441406 1578322943.4048
MEM 95.441406 1578322943.5053
MEM 95.441406 1578322943.6061
MEM 95.441406 1578322943.7068
MEM 95.441406 1578322943.8079
MEM 96.257812 1578322943.9084
MEM 96.257812 1578322944.0092
MEM 96.257812 1578322944.1101
MEM 96.257812 1578322944.2105
MEM 96.257812 1578322944.3109
MEM 96.257812 1578322944.4113
MEM 96.257812 1578322944.5117
MEM 96.257812 1578322944.6121
MEM 96.257812 1578322944.7127
MEM 96.257812 1578322944.8133
MEM 96.257812 1578322944.9139
MEM 96.257812 1578322945.0144
MEM 96.257812 1578322945.1150
MEM 96.257812 1578322945.2156
MEM 96.257812 1578322945.3162
MEM 96.257812 1578322945.4168
MEM 96.257812 1578322945.5174
MEM 96.257812 1578322945.6181
MEM 96.257812 1578322945.7186
MEM 96.257812 1578322945.8195
MEM 96.257812 1578322945.9199
MEM 96.257812 1578322946.0205
MEM 96.257812 1578322946.1212
MEM 96.257812 1578322946.2218
MEM 96.257812 1578322946.3224
MEM 96.257812 1578322946.4228
MEM 96.257812 1578322946.5234
MEM 96.257812 1578322946.6240
MEM 96.257812 1578322946.7246
MEM 96.257812 1578322946.8250
MEM 96.257812 1578322946.9257
MEM 96.257812 1578322947.0261
MEM 96.257812 1578322947.1268
MEM 96.257812 1578322947.2275
MEM 96.257812 1578322947.3281
MEM 96.257812 1578322947.4287
MEM 96.257812 1578322947.5293
MEM 96.257812 1578322947.6296
MEM 96.257812 1578322947.7302
MEM 96.257812 1578322947.8306
MEM 96.257812 1578322947.9312
MEM 96.257812 1578322948.0318
MEM 96.257812 1578322948.1323
MEM 96.257812 1578322948.2331
MEM 96.257812 1578322948.3336
MEM 96.257812 1578322948.4340
MEM 96.257812 1578322948.5344
MEM 96.257812 1578322948.6348
MEM 96.257812 1578322948.7352
MEM 96.257812 1578322948.8359
MEM 96.257812 1578322948.9363
MEM 96.257812 1578322949.0367
MEM 96.257812 1578322949.1373
MEM 96.257812 1578322949.2379
MEM 96.257812 1578322949.3385
MEM 96.257812 1578322949.4392
MEM 96.257812 1578322949.5398
MEM 96.257812 1578322949.6406
MEM 96.257812 1578322949.7412
MEM 96.257812 1578322949.8422
MEM 96.257812 1578322949.9428
MEM 96.257812 1578322950.0434
MEM 96.257812 1578322950.1441
MEM 96.257812 1578322950.2449
MEM 96.257812 1578322950.3456
MEM 96.257812 1578322950.4464
MEM 96.257812 1578322950.5472
MEM 96.257812 1578322950.6476
MEM 96.257812 1578322950.7481
MEM 96.257812 1578322950.8486
MEM 96.257812 1578322950.9491
MEM 96.257812 1578322951.0496
MEM 96.257812 1578322951.1502
MEM 96.257812 1578322951.2507
MEM 96.257812 1578322951.3512
MEM 96.257812 1578322951.4518
MEM 96.257812 1578322951.5523
MEM 96.257812 1578322951.6526
MEM 96.257812 1578322951.7534
MEM 96.257812 1578322951.8540
MEM 96.257812 1578322951.9545
MEM 96.257812 1578322952.0552
MEM 96.257812 1578322952.1559
MEM 96.257812 1578322952.2566
MEM 96.257812 1578322952.3576
MEM 96.257812 1578322952.4582
MEM 96.257812 1578322952.5587
MEM 96.257812 1578322952.6594
MEM 96.257812 1578322952.7607
MEM 96.257812 1578322952.8612
MEM 96.257812 1578322952.9621
MEM 96.257812 1578322953.0626
MEM 96.257812 1578322953.1633
MEM 96.257812 1578322953.2640
MEM 96.257812 1578322953.3644
MEM 96.257812 1578322953.4649
MEM 96.257812 1578322953.5653
MEM 96.257812 1578322953.6657
MEM 96.257812 1578322953.7662
MEM 96.257812 1578322953.8668
MEM 96.257812 1578322953.9676
MEM 96.257812 1578322954.0682
MEM 96.257812 1578322954.1688
MEM 96.257812 1578322954.2693
MEM 96.257812 1578322954.3699
MEM 96.257812 1578322954.4706
MEM 96.257812 1578322954.5711
MEM 96.257812 1578322954.6716
MEM 96.257812 1578322954.7721
MEM 96.257812 1578322954.8726
MEM 96.257812 1578322954.9733
MEM 96.257812 1578322955.0741
MEM 96.257812 1578322955.1750
MEM 96.257812 1578322955.2755
MEM 96.257812 1578322955.3760
MEM 96.257812 1578322955.4765
MEM 96.257812 1578322955.5771
MEM 96.257812 1578322955.6775
MEM 96.257812 1578322955.7789
MEM 96.257812 1578322955.8794
MEM 96.257812 1578322955.9800
MEM 96.257812 1578322956.0810
MEM 96.257812 1578322956.1815
MEM 96.257812 1578322956.2821
MEM 96.257812 1578322956.3826
MEM 96.257812 1578322956.4833
MEM 96.257812 1578322956.5839
MEM 96.257812 1578322956.6845
MEM 96.257812 1578322956.7851
MEM 96.257812 1578322956.8858
MEM 96.257812 1578322956.9864
MEM 96.257812 1578322957.0869
MEM 96.257812 1578322957.1875
MEM 96.257812 1578322957.2881
MEM 96.257812 1578322957.3888
MEM 96.257812 1578322957.4894
MEM 96.257812 1578322957.5898
MEM 96.753906 1578322957.6904
MEM 96.753906 1578322957.7911
MEM 96.753906 1578322957.8915
MEM 96.753906 1578322957.9922
MEM 96.753906 1578322958.0928
MEM 96.753906 1578322958.1932
MEM 96.753906 1578322958.2937
MEM 96.753906 1578322958.3943
MEM 96.753906 1578322958.4948
MEM 96.753906 1578322958.5954
MEM 96.753906 1578322958.6959
MEM 96.753906 1578322958.7963
MEM 96.753906 1578322958.8969
MEM 96.753906 1578322958.9974
MEM 96.753906 1578322959.0979
MEM 96.753906 1578322959.1984
MEM 96.753906 1578322959.2988
MEM 96.753906 1578322959.3993
MEM 96.753906 1578322959.5002
MEM 96.753906 1578322959.6006
MEM 96.753906 1578322959.7010
MEM 96.753906 1578322959.8015
MEM 96.753906 1578322959.9020
MEM 96.753906 1578322960.0026
MEM 96.753906 1578322960.1033
MEM 96.753906 1578322960.2040
MEM 96.753906 1578322960.3047
MEM 96.753906 1578322960.4054
MEM 96.753906 1578322960.5061
MEM 96.753906 1578322960.6069
MEM 96.753906 1578322960.7078
MEM 96.753906 1578322960.8083
MEM 96.753906 1578322960.9089
MEM 96.753906 1578322961.0094
MEM 96.753906 1578322961.1100
MEM 96.753906 1578322961.2106
MEM 96.753906 1578322961.3112
MEM 96.753906 1578322961.4117
MEM 96.753906 1578322961.5122
MEM 96.753906 1578322961.6127
MEM 96.753906 1578322961.7131
MEM 96.753906 1578322961.8135
MEM 96.753906 1578322961.9141
MEM 96.753906 1578322962.0146
MEM 96.753906 1578322962.1153
MEM 96.753906 1578322962.2160
MEM 96.753906 1578322962.3166
MEM 96.753906 1578322962.4171
MEM 96.753906 1578322962.5181
MEM 96.753906 1578322962.6186
MEM 96.753906 1578322962.7191
MEM 96.753906 1578322962.8197
MEM 96.753906 1578322962.9205
MEM 96.753906 1578322963.0212
MEM 96.753906 1578322963.1216
MEM 96.753906 1578322963.2221
MEM 96.753906 1578322963.3225
MEM 96.753906 1578322963.4231
MEM 96.753906 1578322963.5236
MEM 96.753906 1578322963.6241
MEM 96.753906 1578322963.7247
MEM 96.753906 1578322963.8252
MEM 96.753906 1578322963.9257
MEM 96.753906 1578322964.0262
MEM 96.753906 1578322964.1267
MEM 96.753906 1578322964.2273
MEM 96.753906 1578322964.3279
MEM 96.753906 1578322964.4286
MEM 96.753906 1578322964.5296
MEM 96.753906 1578322964.6303
MEM 96.753906 1578322964.7310
MEM 96.753906 1578322964.8321
MEM 96.753906 1578322964.9325
MEM 96.753906 1578322965.0333
MEM 96.753906 1578322965.1348
MEM 96.753906 1578322965.2357
MEM 96.753906 1578322965.3364
MEM 96.753906 1578322965.4369
MEM 96.753906 1578322965.5374
MEM 96.753906 1578322965.6381
MEM 96.753906 1578322965.7386
MEM 96.753906 1578322965.8391
MEM 96.753906 1578322965.9398
MEM 96.753906 1578322966.0403
MEM 96.753906 1578322966.1408
MEM 96.753906 1578322966.2414
MEM 96.753906 1578322966.3419
MEM 96.753906 1578322966.4425
MEM 96.753906 1578322966.5431
MEM 96.753906 1578322966.6436
MEM 96.753906 1578322966.7442
MEM 96.753906 1578322966.8447
MEM 96.753906 1578322966.9453
MEM 96.753906 1578322967.0458
MEM 96.753906 1578322967.1464
MEM 96.753906 1578322967.2469
MEM 96.753906 1578322967.3475
MEM 96.753906 1578322967.4479
MEM 96.753906 1578322967.5491
MEM 96.753906 1578322967.6495
MEM 96.753906 1578322967.7505
MEM 96.753906 1578322967.8514
MEM 96.753906 1578322967.9521
MEM 96.753906 1578322968.0528
MEM 96.753906 1578322968.1533
MEM 96.753906 1578322968.2539
MEM 96.753906 1578322968.3546
MEM 96.753906 1578322968.4551
MEM 96.753906 1578322968.5557
MEM 96.753906 1578322968.6563
MEM 96.753906 1578322968.7569
MEM 96.753906 1578322968.8576
MEM 96.753906 1578322968.9582
MEM 96.753906 1578322969.0588
MEM 96.753906 1578322969.1594
MEM 96.753906 1578322969.2599
MEM 96.753906 1578322969.3604
MEM 96.753906 1578322969.4607
MEM 96.753906 1578322969.5613
MEM 96.753906 1578322969.6620
MEM 96.753906 1578322969.7626
MEM 96.753906 1578322969.8630
MEM 96.753906 1578322969.9634
MEM 96.753906 1578322970.0639
MEM 96.753906 1578322970.1644
MEM 96.753906 1578322970.2649
MEM 96.753906 1578322970.3659
MEM 96.753906 1578322970.4668
MEM 96.753906 1578322970.5677
MEM 96.753906 1578322970.6684
MEM 96.753906 1578322970.7689
MEM 96.753906 1578322970.8694
MEM 96.753906 1578322970.9701
MEM 96.753906 1578322971.0706
MEM 96.753906 1578322971.1712
MEM 96.753906 1578322971.2718
MEM 96.753906 1578322971.3724
MEM 96.753906 1578322971.4730
MEM 96.753906 1578322971.5735
MEM 96.753906 1578322971.6742
MEM 96.753906 1578322971.7746
MEM 96.753906 1578322971.8749
MEM 96.753906 1578322971.9752
MEM 96.753906 1578322972.0759
MEM 96.753906 1578322972.1764
MEM 96.753906 1578322972.2769
MEM 96.753906 1578322972.3775
MEM 96.753906 1578322972.4782
MEM 96.753906 1578322972.5787
MEM 96.753906 1578322972.6791
MEM 96.753906 1578322972.7798
MEM 96.753906 1578322972.8802
MEM 96.753906 1578322972.9808
MEM 96.753906 1578322973.0816
MEM 96.753906 1578322973.1824
MEM 96.753906 1578322973.2834
MEM 96.753906 1578322973.3841
MEM 96.753906 1578322973.4846
MEM 96.753906 1578322973.5851
MEM 96.753906 1578322973.6856
MEM 96.753906 1578322973.7862
MEM 96.753906 1578322973.8868
MEM 96.753906 1578322973.9874
MEM 96.753906 1578322974.0880
MEM 96.753906 1578322974.1887
MEM 96.753906 1578322974.2893
MEM 96.753906 1578322974.3899
MEM 96.753906 1578322974.4905
MEM 96.753906 1578322974.5920
MEM 96.753906 1578322974.6925
MEM 96.753906 1578322974.7929
MEM 96.753906 1578322974.8934
MEM 96.753906 1578322974.9941
MEM 96.753906 1578322975.0948
MEM 96.753906 1578322975.1953
MEM 96.753906 1578322975.2960
MEM 96.753906 1578322975.3968
MEM 96.753906 1578322975.4977
MEM 96.753906 1578322975.5989
MEM 96.753906 1578322975.6992
MEM 96.753906 1578322975.7999
MEM 96.753906 1578322975.9002
MEM 96.753906 1578322976.0009
MEM 96.753906 1578322976.1017
MEM 96.753906 1578322976.2026
MEM 96.753906 1578322976.3031
MEM 96.753906 1578322976.4039
MEM 96.753906 1578322976.5048
MEM 96.753906 1578322976.6056
MEM 96.753906 1578322976.7062
MEM 96.753906 1578322976.8067
MEM 96.753906 1578322976.9073
MEM 96.753906 1578322977.0076
MEM 96.753906 1578322977.1079
MEM 96.753906 1578322977.2082
MEM 96.753906 1578322977.3086
MEM 96.753906 1578322977.4093
MEM 96.753906 1578322977.5098
MEM 96.753906 1578322977.6102
MEM 96.753906 1578322977.7106
MEM 96.753906 1578322977.8113
MEM 96.753906 1578322977.9117
MEM 96.753906 1578322978.0120
MEM 96.753906 1578322978.1127
MEM 96.753906 1578322978.2133
MEM 96.753906 1578322978.3137
MEM 96.753906 1578322978.4142
MEM 96.753906 1578322978.5147
MEM 96.753906 1578322978.6152
MEM 96.753906 1578322978.7160
MEM 96.753906 1578322978.8169
MEM 96.753906 1578322978.9173
MEM 96.753906 1578322979.0177
MEM 96.753906 1578322979.1188
MEM 96.753906 1578322979.2194
MEM 96.753906 1578322979.3200
MEM 96.753906 1578322979.4205
MEM 96.753906 1578322979.5212
MEM 96.753906 1578322979.6216
MEM 96.753906 1578322979.7220
MEM 96.753906 1578322979.8224
MEM 96.753906 1578322979.9227
MEM 96.753906 1578322980.0230
MEM 96.753906 1578322980.1241
MEM 96.753906 1578322980.2246
MEM 96.753906 1578322980.3252
MEM 96.753906 1578322980.4258
MEM 96.753906 1578322980.5263
MEM 96.753906 1578322980.6269
MEM 96.753906 1578322980.7277
MEM 96.753906 1578322980.8287
MEM 96.753906 1578322980.9304
MEM 96.753906 1578322981.0311
MEM 96.753906 1578322981.1316
MEM 96.753906 1578322981.2322
MEM 96.753906 1578322981.3327
MEM 96.753906 1578322981.4334
MEM 96.753906 1578322981.5338
MEM 96.753906 1578322981.6342
MEM 96.753906 1578322981.7346
MEM 96.753906 1578322981.8349
MEM 96.753906 1578322981.9353
MEM 96.753906 1578322982.0358
MEM 96.753906 1578322982.1364
MEM 96.753906 1578322982.2368
MEM 96.753906 1578322982.3375
MEM 96.753906 1578322982.4382
MEM 96.753906 1578322982.5388
MEM 96.753906 1578322982.6400
MEM 96.753906 1578322982.7408
MEM 96.753906 1578322982.8411
MEM 96.753906 1578322982.9416
MEM 96.753906 1578322983.0422
MEM 96.753906 1578322983.1427
MEM 96.753906 1578322983.2431
MEM 96.753906 1578322983.3437
MEM 96.753906 1578322983.4441
MEM 96.753906 1578322983.5445
MEM 96.753906 1578322983.6450
MEM 96.753906 1578322983.7454
MEM 96.753906 1578322983.8460
MEM 96.753906 1578322983.9465
MEM 96.753906 1578322984.0470
MEM 96.753906 1578322984.1475
MEM 96.753906 1578322984.2481
MEM 96.753906 1578322984.3486
MEM 96.753906 1578322984.4492
MEM 96.753906 1578322984.5497
MEM 96.753906 1578322984.6502
MEM 96.753906 1578322984.7507
MEM 96.753906 1578322984.8513
MEM 96.753906 1578322984.9518
MEM 96.753906 1578322985.0526
MEM 96.753906 1578322985.1530
MEM 96.753906 1578322985.2533
MEM 96.753906 1578322985.3542
MEM 96.753906 1578322985.4549
MEM 96.753906 1578322985.5557
MEM 96.753906 1578322985.6562
MEM 96.753906 1578322985.7568
MEM 96.753906 1578322985.8572
MEM 96.753906 1578322985.9580
MEM 96.753906 1578322986.0585
MEM 96.753906 1578322986.1591
MEM 96.753906 1578322986.2596
MEM 96.753906 1578322986.3600
MEM 96.753906 1578322986.4605
MEM 96.753906 1578322986.5610
MEM 96.753906 1578322986.6615
MEM 96.753906 1578322986.7621
MEM 96.753906 1578322986.8626
MEM 96.753906 1578322986.9632
MEM 96.753906 1578322987.0637
MEM 96.753906 1578322987.1643
MEM 96.753906 1578322987.2650
MEM 96.753906 1578322987.3657
MEM 96.753906 1578322987.4662
MEM 96.753906 1578322987.5666
MEM 96.753906 1578322987.6670
MEM 96.753906 1578322987.7677
MEM 96.753906 1578322987.8687
MEM 96.753906 1578322987.9692
MEM 96.753906 1578322988.0697
MEM 96.753906 1578322988.1702
MEM 96.753906 1578322988.2706
MEM 96.753906 1578322988.3711
MEM 96.753906 1578322988.4715
MEM 96.753906 1578322988.5720
MEM 96.753906 1578322988.6725
MEM 96.753906 1578322988.7730
MEM 96.753906 1578322988.8735
MEM 96.753906 1578322988.9740
MEM 96.753906 1578322989.0745
MEM 96.753906 1578322989.1750
MEM 96.753906 1578322989.2755
MEM 96.753906 1578322989.3760
MEM 96.753906 1578322989.4764
MEM 96.753906 1578322989.5769
MEM 96.753906 1578322989.6775
MEM 96.753906 1578322989.7782
MEM 96.753906 1578322989.8788
MEM 96.753906 1578322989.9792
MEM 96.753906 1578322990.0796
MEM 96.753906 1578322990.1801
MEM 96.753906 1578322990.2806
MEM 96.753906 1578322990.3812
MEM 96.753906 1578322990.4817
MEM 96.753906 1578322990.5822
MEM 96.753906 1578322990.6827
MEM 96.753906 1578322990.7833
MEM 96.753906 1578322990.8839
MEM 96.753906 1578322990.9844
MEM 96.753906 1578322991.0849
MEM 96.753906 1578322991.1854
MEM 96.753906 1578322991.2858
MEM 96.753906 1578322991.3862
MEM 96.753906 1578322991.4867
MEM 96.753906 1578322991.5873
MEM 96.753906 1578322991.6882
MEM 96.753906 1578322991.7889
MEM 96.753906 1578322991.8894
MEM 96.753906 1578322991.9902
MEM 96.753906 1578322992.0906
MEM 96.753906 1578322992.1914
MEM 96.753906 1578322992.2919
MEM 96.753906 1578322992.3925
MEM 96.753906 1578322992.4930
MEM 96.753906 1578322992.5935
MEM 96.753906 1578322992.6940
MEM 96.753906 1578322992.7949
MEM 96.753906 1578322992.8954
MEM 96.753906 1578322992.9960
MEM 96.753906 1578322993.0965
MEM 96.753906 1578322993.1972
MEM 96.753906 1578322993.2983
MEM 96.753906 1578322993.3989
MEM 96.753906 1578322993.4994
MEM 96.753906 1578322993.5998
MEM 96.753906 1578322993.7003
MEM 96.753906 1578322993.8009
MEM 96.753906 1578322993.9013
MEM 96.753906 1578322994.0021
MEM 96.753906 1578322994.1026
MEM 96.753906 1578322994.2031
MEM 96.753906 1578322994.3038
MEM 96.753906 1578322994.4046
MEM 96.753906 1578322994.5052
MEM 96.753906 1578322994.6059
MEM 96.753906 1578322994.7062
MEM 96.753906 1578322994.8071
MEM 96.753906 1578322994.9080
MEM 96.753906 1578322995.0085
MEM 96.753906 1578322995.1089
MEM 96.753906 1578322995.2092
MEM 96.753906 1578322995.3096
MEM 96.753906 1578322995.4101
MEM 96.753906 1578322995.5110
MEM 96.753906 1578322995.6115
MEM 96.753906 1578322995.7120
MEM 96.753906 1578322995.8126
MEM 96.753906 1578322995.9132
MEM 96.753906 1578322996.0138
MEM 96.753906 1578322996.1143
MEM 96.753906 1578322996.2149
MEM 96.753906 1578322996.3154
MEM 96.753906 1578322996.4160
MEM 96.753906 1578322996.5168
MEM 96.753906 1578322996.6173
MEM 96.753906 1578322996.7177
MEM 96.753906 1578322996.8183
MEM 96.753906 1578322996.9188
MEM 96.753906 1578322997.0193
MEM 96.753906 1578322997.1198
MEM 96.753906 1578322997.2203
MEM 96.753906 1578322997.3208
MEM 96.753906 1578322997.4213
MEM 96.753906 1578322997.5218
MEM 96.753906 1578322997.6223
MEM 96.753906 1578322997.7227
MEM 96.753906 1578322997.8233
MEM 96.753906 1578322997.9239
MEM 96.753906 1578322998.0244
MEM 96.753906 1578322998.1249
MEM 96.753906 1578322998.2254
MEM 96.753906 1578322998.3260
MEM 96.753906 1578322998.4265
MEM 96.753906 1578322998.5272
MEM 96.753906 1578322998.6276
MEM 96.753906 1578322998.7281
MEM 96.753906 1578322998.8287
MEM 96.753906 1578322998.9293
MEM 96.753906 1578322999.0298
MEM 96.753906 1578322999.1304
MEM 96.753906 1578322999.2309
MEM 96.753906 1578322999.3315
MEM 96.753906 1578322999.4326
MEM 96.753906 1578322999.5329
MEM 96.753906 1578322999.6338
MEM 96.753906 1578322999.7343
MEM 96.753906 1578322999.8349
MEM 96.753906 1578322999.9355
MEM 96.753906 1578323000.0359
MEM 96.753906 1578323000.1368
MEM 96.753906 1578323000.2375
MEM 96.753906 1578323000.3383
MEM 96.753906 1578323000.4389
MEM 96.753906 1578323000.5395
MEM 96.753906 1578323000.6402
MEM 96.753906 1578323000.7408
MEM 96.753906 1578323000.8413
MEM 96.753906 1578323000.9418
MEM 96.753906 1578323001.0426
MEM 96.753906 1578323001.1434
MEM 96.753906 1578323001.2439
MEM 96.753906 1578323001.3447
MEM 96.753906 1578323001.4451
MEM 96.753906 1578323001.5456
MEM 96.753906 1578323001.6463
MEM 96.753906 1578323001.7468
MEM 96.753906 1578323001.8475
MEM 96.753906 1578323001.9481
MEM 96.753906 1578323002.0488
MEM 96.753906 1578323002.1495
MEM 96.753906 1578323002.2502
MEM 96.753906 1578323002.3506
MEM 96.753906 1578323002.4513
MEM 96.753906 1578323002.5517
MEM 96.753906 1578323002.6524
MEM 96.753906 1578323002.7531
MEM 96.753906 1578323002.8537
MEM 96.753906 1578323002.9545
MEM 96.753906 1578323003.0550
MEM 96.753906 1578323003.1558
MEM 96.753906 1578323003.2563
MEM 96.753906 1578323003.3569
MEM 96.753906 1578323003.4574
MEM 96.753906 1578323003.5580
MEM 96.753906 1578323003.6587
MEM 96.753906 1578323003.7594
MEM 96.753906 1578323003.8599
MEM 96.753906 1578323003.9604
MEM 96.753906 1578323004.0611
MEM 96.753906 1578323004.1618
MEM 96.753906 1578323004.2624
MEM 96.753906 1578323004.3632
MEM 96.753906 1578323004.4638
MEM 96.753906 1578323004.5643
MEM 96.753906 1578323004.6650
MEM 96.753906 1578323004.7656
MEM 96.753906 1578323004.8662
MEM 96.753906 1578323004.9668
MEM 96.753906 1578323005.0679
MEM 96.753906 1578323005.1685
MEM 96.753906 1578323005.2690
MEM 96.753906 1578323005.3701
MEM 96.753906 1578323005.4706
MEM 96.753906 1578323005.5711
MEM 96.753906 1578323005.6719
MEM 96.753906 1578323005.7727
MEM 96.753906 1578323005.8737
MEM 96.753906 1578323005.9743
MEM 96.753906 1578323006.0751
MEM 96.753906 1578323006.1756
MEM 96.753906 1578323006.2764
MEM 96.753906 1578323006.3769
MEM 96.753906 1578323006.4774
MEM 96.753906 1578323006.5777
MEM 96.753906 1578323006.6781
MEM 96.753906 1578323006.7787
MEM 96.753906 1578323006.8794
MEM 96.753906 1578323006.9798
MEM 96.753906 1578323007.0807
MEM 96.753906 1578323007.1817
MEM 96.753906 1578323007.2823
MEM 96.753906 1578323007.3830
MEM 96.753906 1578323007.4837
MEM 96.753906 1578323007.5843
MEM 96.753906 1578323007.6848
MEM 96.753906 1578323007.7854
MEM 96.753906 1578323007.8862
MEM 96.753906 1578323007.9869
MEM 96.753906 1578323008.0876
MEM 96.753906 1578323008.1882
MEM 96.753906 1578323008.2888
MEM 96.753906 1578323008.3893
MEM 96.753906 1578323008.4901
MEM 96.753906 1578323008.5907
MEM 96.753906 1578323008.6910
MEM 96.753906 1578323008.7914
MEM 96.753906 1578323008.8920
MEM 96.753906 1578323008.9926
MEM 96.753906 1578323009.0930
MEM 96.753906 1578323009.1935
MEM 96.753906 1578323009.2939
MEM 96.753906 1578323009.3943
MEM 96.753906 1578323009.4948
MEM 96.753906 1578323009.5952
MEM 96.753906 1578323009.6959
MEM 96.753906 1578323009.7965
MEM 96.753906 1578323009.8970
MEM 96.753906 1578323009.9978
MEM 96.753906 1578323010.0983
MEM 96.753906 1578323010.1987
MEM 96.753906 1578323010.2991
MEM 96.753906 1578323010.3997
MEM 96.753906 1578323010.5004
MEM 96.753906 1578323010.6010
MEM 96.753906 1578323010.7016
MEM 96.753906 1578323010.8020
MEM 96.753906 1578323010.9030
MEM 96.753906 1578323011.0035
MEM 96.753906 1578323011.1040
MEM 96.753906 1578323011.2046
MEM 96.753906 1578323011.3051
MEM 96.753906 1578323011.4057
MEM 96.753906 1578323011.5063
MEM 96.753906 1578323011.6068
MEM 96.753906 1578323011.7073
MEM 96.753906 1578323011.8077
