CMDLINE /usr/bin/python3 main.py
MEM 217.289062 1578323557.1806
MEM 217.546875 1578323557.3081
MEM 217.804688 1578323557.4373
MEM 217.804688 1578323557.5434
MEM 217.804688 1578323557.6492
MEM 217.804688 1578323557.7600
MEM 217.804688 1578323557.8675
MEM 227.097656 1578323557.9882
MEM 236.953125 1578323558.0956
MEM 237.480469 1578323558.2085
MEM 237.996094 1578323558.3173
MEM 237.996094 1578323558.4242
MEM 237.996094 1578323558.5311
MEM 237.996094 1578323558.6376
MEM 237.996094 1578323558.7437
MEM 237.996094 1578323558.8503
MEM 237.996094 1578323558.9574
MEM 237.996094 1578323559.0635
MEM 237.996094 1578323559.1698
MEM 237.996094 1578323559.2761
MEM 237.996094 1578323559.3827
MEM 237.996094 1578323559.4894
MEM 237.996094 1578323559.5973
MEM 237.996094 1578323559.7048
MEM 237.996094 1578323559.8133
MEM 237.996094 1578323559.9207
MEM 237.996094 1578323560.0275
MEM 237.996094 1578323560.1358
MEM 237.996094 1578323560.2429
MEM 237.996094 1578323560.3505
MEM 237.996094 1578323560.4575
MEM 237.996094 1578323560.5655
MEM 237.996094 1578323560.6811
MEM 237.996094 1578323560.7929
MEM 237.996094 1578323560.9007
MEM 237.996094 1578323561.0135
MEM 237.996094 1578323561.1202
MEM 237.996094 1578323561.2316
MEM 237.996094 1578323561.3391
MEM 237.996094 1578323561.4459
MEM 237.996094 1578323561.5526
MEM 237.996094 1578323561.6591
MEM 237.996094 1578323561.7659
MEM 237.996094 1578323561.8728
MEM 237.996094 1578323561.9810
MEM 237.996094 1578323562.0876
MEM 237.996094 1578323562.1941
MEM 237.996094 1578323562.3007
MEM 237.996094 1578323562.4079
MEM 237.996094 1578323562.5161
MEM 237.996094 1578323562.6237
MEM 237.996094 1578323562.7312
MEM 237.996094 1578323562.8376
MEM 237.996094 1578323562.9439
MEM 237.996094 1578323563.0509
MEM 237.996094 1578323563.1575
MEM 237.996094 1578323563.2649
MEM 237.996094 1578323563.3714
MEM 236.843750 1578323563.4790
MEM 236.843750 1578323563.5915
MEM 236.843750 1578323563.7066
MEM 236.843750 1578323563.8204
MEM 236.843750 1578323563.9279
MEM 236.843750 1578323564.0350
MEM 236.843750 1578323564.1419
MEM 236.843750 1578323564.2484
MEM 236.843750 1578323564.3552
MEM 236.843750 1578323564.4621
MEM 236.843750 1578323564.5689
MEM 236.843750 1578323564.6752
MEM 236.843750 1578323564.7818
MEM 236.843750 1578323564.8882
MEM 236.843750 1578323564.9947
MEM 236.843750 1578323565.1050
MEM 236.843750 1578323565.2121
MEM 236.843750 1578323565.3214
MEM 236.843750 1578323565.4285
MEM 236.843750 1578323565.5356
MEM 236.843750 1578323565.6424
MEM 236.843750 1578323565.7492
MEM 236.843750 1578323565.8600
MEM 236.843750 1578323565.9685
MEM 236.843750 1578323566.0754
MEM 236.843750 1578323566.1818
MEM 236.843750 1578323566.2881
MEM 236.843750 1578323566.3945
MEM 236.843750 1578323566.5007
MEM 236.843750 1578323566.6072
MEM 236.843750 1578323566.7134
MEM 236.843750 1578323566.8196
MEM 236.843750 1578323566.9259
MEM 236.843750 1578323567.0320
MEM 236.843750 1578323567.1382
MEM 236.843750 1578323567.2446
MEM 236.843750 1578323567.3554
MEM 236.843750 1578323567.4622
MEM 236.843750 1578323567.5685
MEM 236.843750 1578323567.6750
MEM 236.843750 1578323567.7819
MEM 236.843750 1578323567.8884
MEM 236.843750 1578323567.9949
MEM 236.843750 1578323568.1024
